0.0	0.21	19.86	1.38	3.3	1.89	0.77	1.88	-0.63	-0.02	-0.22	0.12	-1.15	0.0	-0.25	0.07	-0.15	-0.23	0.79	0.16	0.0	-0.29	0.26	-0.69	-0.53	-0.05	-0.08	0.4	0.04	-0.27	-0.58	0.06	0.87	-0.91	0.45	-0.45	0.39	0.29	0.79	0.48	0.36	0.09	0.49	0.66	0.02	0.75	0.3	0.25	-0.8	0.21	-0.53	-0.24	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15	0.19	-0.37	0.45	0.19	0.79	0.26	-0.3	-0.33	-0.91	-0.13	-0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.86	0.12	1.18	-0.04	1.7	0.22	1.27	0.26	-1.15	0.33	0.78	-1.36	-0.19	1.97	0.79	-1.7	0.98	-0.68	-0.59	0.6	0.32	-0.51	-0.92	-0.77	1.45	-0.18	-1.03	1.8	5.03	-5.75
0.21	0.42	18.67	1.33	2.93	0.43	0.86	1.41	-0.42	-0.5	-0.19	0.1	-0.61	-0.19	0.19	-0.23	-0.31	-0.25	0.31	0.43	0.0	-0.25	0.05	-0.53	-0.36	-0.37	-0.19	0.12	0.32	-0.33	-0.36	0.24	0.68	-0.78	0.09	0.12	0.47	0.24	0.42	0.51	0.86	0.03	0.24	0.18	0.27	0.27	0.21	0.71	-0.51	0.21	-0.42	-0.18	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.34	-0.2	-0.15	0.09	0.14	0.23	0.28	-0.13	-0.19	-0.6	-0.17	-0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.99	0.05	1.27	-0.16	1.21	0.26	-0.02	-0.67	-0.93	1.25	0.24	-0.69	-0.15	1.06	0.5	-1.34	1.0	0.11	1.75	0.69	-0.58	-0.22	-0.32	-0.94	1.79	1.55	-0.89	1.8	5.02	-5.75
0.42	0.63	18.38	1.19	3.19	-6.2	-2.51	-0.14	-0.29	-0.02	-0.41	0.02	-1.07	-0.42	-0.35	-0.05	-0.63	-0.46	0.22	-0.02	0.0	-0.12	0.17	-0.56	-0.52	-0.19	-0.24	-0.04	0.01	0.14	-0.72	-0.01	0.9	-0.82	0.47	-0.35	0.38	0.22	0.51	0.44	0.35	-0.17	0.53	-0.09	0.11	0.36	0.19	0.3	-0.61	0.29	-0.77	-0.25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.28	0.15	-0.25	0.47	0.51	0.83	0.65	0.03	-0.02	-0.82	-0.24	-0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.63	0.43	1.12	0.01	-0.21	-3.15	-6.85	-0.2	-1.02	0.47	0.39	-0.38	-0.77	1.17	0.51	-1.39	0.82	-0.18	0.32	0.04	0.18	-0.03	-0.75	-0.12	0.8	0.07	-0.59	1.8	5.00	-5.72
0.63	0.84	18.1	1.33	3.0	2.09	0.91	1.67	-0.54	-0.17	-0.27	0.09	-0.71	-0.54	-0.07	-0.09	-0.6	-0.46	0.4	0.11	0.0	-0.29	0.29	-0.59	-0.49	-0.45	-0.41	-0.14	0.24	0.05	-0.52	0.22	0.67	-0.69	0.52	-0.24	0.57	0.34	0.59	0.37	0.61	-0.23	0.37	-0.05	0.11	0.48	0.42	0.16	-0.47	0.34	-0.64	-0.23	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.35	0.01	-0.08	0.24	0.19	0.53	0.29	0.03	-0.14	-1.06	-0.05	-0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9	0.27	1.43	-0.13	1.97	0.26	1.37	-0.25	-1.09	0.8	-0.1	-0.06	-0.51	1.35	0.14	-0.63	0.74	-0.84	-0.13	0.12	-0.27	0.16	-0.19	-1.26	1.65	0.42	-0.74	1.8	5.07	-5.82
0.84	1.05	16.0	1.29	3.55	0.5	-0.34	1.61	-0.34	-0.13	-0.35	-0.02	-0.87	-0.45	-0.14	0.0	-0.95	-0.31	0.05	0.11	0.0	-0.31	0.26	-0.73	-0.48	-0.2	-0.1	-0.34	0.25	0.14	-0.86	0.13	0.6	-0.46	0.42	-0.42	0.63	0.41	0.67	0.37	0.51	0.08	0.04	-0.36	-0.05	0.42	0.24	0.3	-0.72	0.09	-0.79	-0.26	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.29	0.09	-0.06	0.29	0.18	0.57	0.4	-0.17	-0.09	-0.95	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.74	0.56	1.46	-0.12	1.55	-0.94	-0.13	-0.41	-1.48	0.95	-0.71	0.52	-0.63	0.78	-0.13	-0.48	1.33	-1.11	-0.07	0.41	-0.36	-0.42	0.05	-0.19	1.1	-0.97	-0.97	1.8	5.07	-5.83
1.05	1.37	14.91	1.0	2.95	0.02	2.59	0.84	-0.32	-0.27	-0.11	0.04	-0.74	-0.47	0.04	0.07	-0.38	-0.46	0.36	0.18	0.0	-0.07	0.21	-0.53	-0.39	-0.39	-0.04	0.19	0.11	0.0	-0.65	0.14	0.61	-0.58	0.53	-0.37	0.37	0.32	0.51	0.62	0.53	-0.14	0.6	0.25	0.27	0.54	0.16	0.05	-0.49	0.37	-0.44	-0.26	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2	0.09	-0.01	0.21	0.29	0.74	0.42	-0.22	-0.06	-1.09	-0.09	-0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8	0.41	1.39	-0.03	0.68	1.89	-0.61	-0.59	-1.53	1.11	-0.3	0.22	-0.11	0.82	0.2	-0.2	1.71	-0.85	0.15	0.5	-0.52	-1.28	-1.03	-1.8	1.1	-0.25	-0.96	1.8	5.16	-5.97
1.37	1.52	14.4	1.93	5.17	4.27	3.5	1.75	-0.12	0.22	-0.68	-0.25	-0.54	-0.71	-0.33	-0.15	-0.96	-0.51	-0.61	0.28	0.0	-0.22	0.21	-0.45	-0.43	0.14	0.04	0.12	-0.1	0.49	-0.73	-0.33	0.36	-0.61	0.39	-0.35	0.48	0.59	0.68	0.19	0.85	-0.11	0.17	-0.07	0.37	0.6	0.12	0.25	-0.57	0.2	-0.79	-0.19	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.41	0.22	-0.02	0.53	0.54	1.12	0.69	-0.2	0.01	-0.65	-0.05	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.39	1.05	1.3	0.11	2.18	2.91	3.66	-0.54	-1.36	1.5	-0.47	0.42	-0.5	1.22	0.4	-1.29	0.93	-1.1	2.07	0.84	-1.03	-0.44	-0.22	-0.55	2.79	1.43	0.48	1.8	5.27	-6.14
1.52	1.74	11.59	1.18	4.17	0.09	-0.61	1.47	-0.39	-0.49	0.09	0.25	-0.89	-0.31	0.13	0.1	-0.24	-0.42	0.83	0.16	0.0	-0.41	0.18	-0.72	0.04	-0.57	-0.13	-0.2	0.23	-0.46	-0.5	0.29	0.52	-0.5	0.15	-0.16	0.93	0.05	0.47	0.49	0.83	-0.02	0.32	0.25	0.33	0.31	0.37	0.59	-0.82	0.49	-0.27	-0.21	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17	0.07	-0.57	0.1	0.17	0.16	0.31	-0.21	-0.11	-1.05	0.15	-0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.93	0.1	1.31	-0.13	1.53	-1.17	-0.55	-0.83	-1.1	0.77	0.06	-1.15	-0.72	1.06	0.68	-0.38	1.4	-0.17	0.78	1.13	-0.33	-1.0	-0.13	0.05	1.62	2.01	-1.5	1.8	5.33	-6.24
1.74	1.95	9.43	1.14	4.02	-0.01	-1.23	1.74	-0.04	-0.27	-0.32	-0.11	-0.99	-0.6	-0.36	0.13	-0.95	-0.72	0.07	0.1	0.0	0.01	0.08	-0.32	-0.67	-0.21	0.45	0.27	-0.08	0.31	-0.62	-0.19	0.33	-0.39	0.52	-0.72	0.37	0.34	0.41	0.45	0.53	-0.42	0.62	0.21	0.4	0.22	0.03	-0.03	-0.32	0.49	-0.4	-0.26	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23	0.41	0.11	0.66	0.42	1.08	0.7	-0.27	0.12	-0.87	-0.07	-0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.35	1.0	1.34	0.03	1.55	-1.98	-0.57	-0.25	-1.64	2.31	-0.32	0.78	-0.27	1.96	0.61	-1.16	1.33	-1.04	0.75	-0.53	-0.15	-0.93	-1.14	-1.21	2.15	0.38	-1.1	1.8 5.33	-6.24
1.95	2.18	7.74	1.04	4.42	1.8	0.32	1.92	-0.34	-0.19	-0.09	0.02	-0.88	-0.65	-0.36	0.16	-1.11	-0.52	0.31	0.02	0.0	-0.32	0.23	-0.87	-0.5	-0.17	-0.08	0.08	-0.02	0.08	-1.2	0.09	0.23	-0.29	0.66	-0.57	0.79	0.61	0.95	0.5	0.63	-0.17	0.21	0.08	-0.01	0.52	0.23	-0.17	-0.71	0.45	-0.47	-0.26	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02	0.4	0.3	0.5	0.15	0.63	0.82	-0.01	-0.18	-1.48	-0.2	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6	0.61	1.54	0.05	1.83	-0.41	1.16	-0.45	-1.38	0.72	-0.46	-0.18	-1.91	1.25	0.47	0.27	1.21	-2.23	0.58	1.16	-0.55	-1.54	-1.31	-1.19	0.97	0.15	-1.79	1.8	5.41	-6.37
