group	dataset	id	replica 19
ALL	NMC_NC_NOTFIXED_EM-F2	45	0.9766536218101783
ALL	NMC_NC_NOTFIXED_EM-F2	46	0.9739839319944907
ALL	NMC_NC_NOTFIXED_EM-F2	58	0.9711145034180205
ALL	NMC_NC_NOTFIXED_EM-F2	59	0.9811286047882481
ALL	NMC_NC_NOTFIXED_EM-F2	60	0.9991969931498444
ALL	NMC_NC_NOTFIXED_EM-F2	72	1.001694234910121
ALL	NMC_NC_NOTFIXED_EM-F2	73	0.98601976888266
ALL	NMC_NC_NOTFIXED_EM-F2	74	1.0229926420574522
ALL	NMC_NC_NOTFIXED_EM-F2	75	0.9751645122395973
ALL	NMC_NC_NOTFIXED_EM-F2	86	0.9861145743122371
ALL	NMC_NC_NOTFIXED_EM-F2	87	0.9829448315880617
ALL	NMC_NC_NOTFIXED_EM-F2	88	0.9883231170682379
ALL	NMC_NC_NOTFIXED_EM-F2	89	0.9925875861513175
ALL	NMC_NC_NOTFIXED_EM-F2	90	0.9712972080542209
ALL	NMC_NC_NOTFIXED_EM-F2	91	0.9649535528173337
ALL	NMC_NC_NOTFIXED_EM-F2	101	0.9692769898136756
ALL	NMC_NC_NOTFIXED_EM-F2	102	0.9655100006501816
ALL	NMC_NC_NOTFIXED_EM-F2	103	0.9690443400716124
ALL	NMC_NC_NOTFIXED_EM-F2	104	0.9703626203619954
ALL	NMC_NC_NOTFIXED_EM-F2	105	0.9763325200250433
ALL	NMC_NC_NOTFIXED_EM-F2	106	0.9787569614124434
ALL	NMC_NC_NOTFIXED_EM-F2	107	0.9665088333842344
ALL	NMC_NC_NOTFIXED_EM-F2	116	0.9475865376031851
ALL	NMC_NC_NOTFIXED_EM-F2	117	0.9452722204363369
ALL	NMC_NC_NOTFIXED_EM-F2	118	0.93248696026828
ALL	NMC_NC_NOTFIXED_EM-F2	119	0.9555070768955174
ALL	NMC_NC_NOTFIXED_EM-F2	120	0.9347755426066158
ALL	NMC_NC_NOTFIXED_EM-F2	121	0.9508694927518064
ALL	NMC_NC_NOTFIXED_EM-F2	122	0.9652020077853144
ALL	NMC_NC_NOTFIXED_EM-F2	123	0.9548337672194213
ALL	NMC_NC_NOTFIXED_EM-F2	131	0.9506015981453659
ALL	NMC_NC_NOTFIXED_EM-F2	132	0.961198264218806
ALL	NMC_NC_NOTFIXED_EM-F2	133	0.9338655571340122
ALL	NMC_NC_NOTFIXED_EM-F2	134	0.9325926643257271
ALL	NMC_NC_NOTFIXED_EM-F2	135	0.9457865590807297
ALL	NMC_NC_NOTFIXED_EM-F2	136	0.9399826100215286
ALL	NMC_NC_NOTFIXED_EM-F2	137	0.9426165940186481
ALL	NMC_NC_NOTFIXED_EM-F2	138	0.9796745913477695
ALL	NMC_NC_NOTFIXED_EM-F2	139	0.9268340775202347
ALL	NMC_NC_NOTFIXED_EM-F2	146	0.9395712431432902
ALL	NMC_NC_NOTFIXED_EM-F2	147	0.9666319622528978
ALL	NMC_NC_NOTFIXED_EM-F2	148	0.9404485763031326
ALL	NMC_NC_NOTFIXED_EM-F2	149	0.9382829149329893
ALL	NMC_NC_NOTFIXED_EM-F2	150	0.9419515578288685
ALL	NMC_NC_NOTFIXED_EM-F2	151	0.9415075536313563
ALL	NMC_NC_NOTFIXED_EM-F2	152	0.9262342701916063
ALL	NMC_NC_NOTFIXED_EM-F2	153	0.923171927292502
ALL	NMC_NC_NOTFIXED_EM-F2	154	0.9353766316370629
ALL	NMC_NC_NOTFIXED_EM-F2	155	0.9084340031105776
ALL	NMC_NC_NOTFIXED_EM-F2	161	0.9309282146644805
ALL	NMC_NC_NOTFIXED_EM-F2	162	0.9320378193836293
ALL	NMC_NC_NOTFIXED_EM-F2	163	0.9470676498866131
