*******************************************************************************************
SetName = CDFR2KT
APPLgridName = NA
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = fastJet
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
1 8.77919 -12.4016 6.48117336715E+00
2 8.75297 -12.5854 2.78652679114E+00
3 8.74325 -12.741 1.19224322048E+00
4 8.68396 -12.842 5.07294378094E-01
5 8.76609 -12.9874 2.12821290852E-01
6 8.89436 -13.135 8.61808441829E-02
7 8.9858 -13.2524 3.37681722001E-02
8 8.94314 -13.3156 1.25508727055E-02
9 9.11568 -13.483 4.61921694248E-03
10 9.30426 -13.6764 1.61058900301E-03
11 9.43622 -13.8887 5.18285996952E-04
12 9.51479 -14.1215 1.53766119698E-04
13 9.8146 -14.5058 4.02352268070E-05
14 10.1203 -14.9474 8.91243964566E-06
15 10.5645 -15.5124 1.53174777951E-06
16 12.3559 -16.5974 9.41200306478E-08
17 8.73391 -12.4325 6.22212714934E+00
18 8.75133 -12.6311 2.67074192090E+00
19 8.69203 -12.7568 1.13805775738E+00
20 8.70894 -12.894 4.81854630125E-01
21 8.8004 -13.0477 2.01217381783E-01
22 8.85205 -13.164 8.09814571117E-02
23 8.88677 -13.2704 3.14314295597E-02
24 8.98634 -13.4099 1.15780633627E-02
25 9.10231 -13.5718 4.18436872625E-03
26 9.16646 -13.7318 1.42232154069E-03
27 9.29341 -13.9637 4.43335483121E-04
28 9.41436 -14.2322 1.26007789904E-04
29 9.56307 -14.5696 3.09528986348E-05
30 9.78768 -14.9845 6.31123301700E-06
31 10.1838 -15.5359 9.72249234456E-07
32 12.0836 -16.6685 5.09247212406E-08
33 8.793 -12.5439 5.44188656140E+00
34 8.71577 -12.7026 2.29923340886E+00
35 8.61628 -12.82 9.65047212131E-01
36 8.73367 -13.0188 4.02826079905E-01
37 8.69235 -13.14 1.64764295955E-01
38 8.69149 -13.2809 6.42997675660E-02
39 8.77097 -13.4644 2.39564803679E-02
40 8.68701 -13.5921 8.31468946928E-03
41 8.67344 -13.7672 2.77728654479E-03
42 8.61794 -13.9511 8.46387645919E-04
43 8.43145 -14.1238 2.25753466950E-04
44 8.23249 -14.3216 5.20498148292E-05
45 8.02266 -14.5669 9.58700984042E-06
46 7.88899 -14.9215 1.32288589510E-06
47 7.99201 -15.5316 1.15621309865E-07
48 8.76062 -12.6882 4.31166355111E+00
49 8.5742 -12.8188 1.77603701414E+00
50 8.61303 -13.0408 7.23678727137E-01
51 8.44635 -13.1795 2.87933054658E-01
52 8.27129 -13.3164 1.11013031420E-01
53 8.0568 -13.4517 3.99299657680E-02
54 7.7443 -13.5572 1.33213821563E-02
55 7.58329 -13.7438 3.98349628854E-03
56 6.93946 -13.7391 1.08610222135E-03
57 6.43314 -13.7922 2.55601311550E-04
58 5.43058 -13.6809 4.80363167179E-05
59 5.19061 -13.8463 7.13362217444E-06
60 4.82142 -13.8641 7.07932756669E-07
61 4.65952 -14.1845 3.91761213173E-08
62 8.30262 -12.8697 2.78786457500E+00
63 8.06835 -13.08 1.06938750937E+00
64 7.53783 -13.1773 3.92692212724E-01
65 7.06111 -13.3108 1.37163617258E-01
66 6.4089 -13.3755 4.44368767108E-02
67 5.97903 -13.438 1.26795049764E-02
68 5.29534 -13.2644 3.09766859288E-03
69 4.38579 -12.892 6.06971049990E-04
70 3.58838 -12.4492 9.73083395482E-05
71 2.95857 -12.0153 1.12650330415E-05
72 1.35955 -11.0249 7.10059575359E-07
