*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_20_25.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.81	-7.98	1.17e+03
1	 3.52	-8.04	485
2	 3.4	-8.17	212
3	 3.55	-8.48	96.3
4	 3.41	-8.63	43.8
5	 2.96	-8.51	19.7
6	 3.06	-8.8	8.98
7	 2.65	-8.7	3.98
8	 2.39	-8.71	1.75
9	 2.14	-8.69	0.743
10	 1.95	-8.55	0.307
11	 1.98	-8.66	0.125
12	 1.76	-8.44	0.0471
13	 1.11	-7.64	0.0165
14	 1.17	-7.95	0.00576
15	 0.351	-7.07	0.00177
16	 0	-8.79	0.000492
17	 0	-11.6	0.000119
18	 0	-17.6	6.03e-06
