*******************************************************************************************
SetName = ATLAS1JET11_SF
APPLgridName = ATLAS1JET11-R06-y-10-15.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.47	-6.61	4.34e+03
1	 2.26	-6.63	1.96e+03
2	 2.39	-6.85	936
3	 2.73	-7.2	472
4	 2.75	-7.32	236
5	 2.73	-7.43	122
6	 2.86	-7.61	65.3
7	 3.04	-7.84	35.9
8	 2.93	-7.86	20.1
9	 3.02	-8.01	11.2
10	 3.14	-8.22	6.42
11	 2.99	-8.19	3.69
12	 3.18	-8.43	2.14
13	 3.19	-8.54	1.23
14	 3.19	-8.66	0.7
15	 3.09	-8.68	0.396
16	 3.26	-8.93	0.225
17	 3.17	-8.97	0.126
18	 3.13	-9.04	0.0698
19	 3.22	-9.23	0.0386
20	 3.08	-9.23	0.0209
21	 3.12	-9.38	0.0113
22	 3.28	-9.64	0.00603
23	 3.2	-9.67	0.0031
24	 3.1	-9.75	0.00114
25	 3.08	-10	4.32e-05
