*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_10_15.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.73	-7.53	2.2e+03
1	 3.76	-7.72	981
2	 3.97	-8.02	466
3	 3.88	-8.1	230
4	 3.89	-8.24	116
5	 4.01	-8.46	60.5
6	 3.96	-8.54	31.9
7	 4.01	-8.7	17.1
8	 4.06	-8.85	9.32
9	 4.04	-8.94	5.09
10	 4.04	-9.08	2.8
11	 4.13	-9.25	1.57
12	 4.08	-9.34	0.863
13	 4.05	-9.44	0.475
14	 3.95	-9.5	0.262
15	 3.99	-9.65	0.143
16	 3.87	-9.67	0.0771
17	 3.82	-9.76	0.0412
18	 4.09	-10.1	0.022
19	 3.95	-10.1	0.0113
20	 3.87	-10.2	0.00575
21	 3.84	-10.3	0.00284
22	 3.82	-10.4	0.00136
23	 3.82	-10.5	0.000634
24	 3.73	-10.6	0.000282
25	 3.86	-10.9	0.000122
26	 3.67	-10.9	1.18e-05
