*******************************************************************************************
SetName = CMS1JET276TEV
APPLgridName = CMS1JET276TEV-R07_y_10-15.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.09	-8.68	3.42e+03
1	 2.67	-8.54	1.54e+03
2	 3.08	-8.98	624
3	 3.63	-9.53	238
4	 3.66	-9.76	92
5	 3.9	-10.1	37.5
6	 4	-10.4	15.7
7	 4.17	-10.7	6.65
8	 4.38	-11.1	2.8
9	 4.22	-11.2	1.16
10	 4.16	-11.3	0.474
11	 4.31	-11.6	0.191
12	 4.39	-11.9	0.0735
13	 4.28	-12	0.0271
14	 4.59	-12.5	0.00978
15	 4.67	-12.8	0.00325
