*******************************************************************************************
SetName = ATLAS1JET11_SF
APPLgridName = ATLAS1JET11-R06-y-05-10.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.36	-6.44	5.02e+03
1	 2.34	-6.59	2.31e+03
2	 2.58	-6.89	1.12e+03
3	 2.53	-6.98	564
4	 2.65	-7.17	286
5	 2.65	-7.27	150
6	 2.84	-7.49	81.5
7	 2.81	-7.55	45.1
8	 2.94	-7.73	25.8
9	 3.1	-7.92	14.7
10	 2.99	-7.91	8.52
11	 3.26	-8.19	5.09
12	 3.13	-8.15	2.99
13	 3.29	-8.35	1.78
14	 3.4	-8.52	1.06
15	 3.51	-8.68	0.628
16	 3.44	-8.7	0.371
17	 3.62	-8.93	0.221
18	 3.68	-9.06	0.131
19	 3.85	-9.3	0.0781
20	 3.71	-9.27	0.0458
21	 3.93	-9.56	0.0272
22	 3.91	-9.65	0.0159
23	 3.94	-9.77	0.0092
24	 4.06	-10	0.00524
25	 4.32	-10.3	0.00298
26	 4.28	-10.4	0.00117
27	 4.81	-10.9	0.000291
28	 5.57	-11.6	2.15e-05
