  120   0.0020   1.313   1.61   0.72   0.95   0.49   0.09   1.08   -0.32   -0.63   0.02   0.18   -0.79   
  120   0.0032   1.184   1.72   1.02   1.15   0.77   0.05   0.78   -0.36   -0.64   0.02   0.20   -0.16   
  150   0.0032   1.191   1.34   0.61   0.88   0.41   0.06   0.81   -0.32   -0.59   0.02   0.19   -0.41   
  150   0.0050   1.074   1.69   0.73   1.21   0.90   0.00   0.93   -0.55   -0.74   0.00   0.04   -0.04   
  150   0.0080   0.9242   2.43   1.00   1.81   1.28   0.96   1.28   -0.82   -0.82   -0.28   -0.46   -0.07   
  150   0.0130   0.7884   3.81   1.38   2.98   2.68   0.90   1.93   -1.55   -0.74   -0.30   -0.81   -0.10   
  200   0.0032   1.204   1.60   1.13   0.86   0.14   0.07   0.74   -0.15   -0.51   0.02   0.15   -0.49   
  200   0.0050   1.075   1.45   0.80   0.95   0.52   0.02   0.75   -0.43   -0.60   0.00   0.13   -0.09   
  200   0.0080   0.9355   1.82   0.81   1.34   1.07   0.00   0.93   -0.62   -0.70   0.00   0.00   0.00   
  200   0.0130   0.7699   1.45   0.94   0.83   0.16   0.01   0.73   -0.06   -0.44   -0.04   0.57   -0.01   
  200   0.0200   0.6787   1.63   1.02   1.05   0.63   0.14   0.71   -0.46   -0.41   -0.06   0.34   -0.01   
  200   0.0320   0.5663   2.02   1.16   1.41   0.98   0.53   0.88   -0.53   -0.67   -0.19   0.07   0.00   
  200   0.0500   0.5139   2.74   1.36   1.72   1.46   0.04   1.64   -0.86   -0.69   -0.16   1.20   0.00   
  200   0.0800   0.4301   3.25   1.42   2.17   1.93   0.19   1.96   -1.15   -0.76   -0.09   1.40   -0.01   
  200   0.1300   0.3527   3.22   1.68   2.15   1.35   1.10   1.71   -0.82   -0.98   -0.28   -1.11   0.00   
  200   0.1800   0.3006   4.08   2.27   2.74   1.26   1.90   2.01   -0.87   -1.08   -0.43   -1.40   0.00   
  250   0.0050   1.089   1.41   0.93   0.86   0.33   0.06   0.61   -0.32   -0.40   0.02   0.18   -0.27   
  250   0.0080   0.9371   1.57   0.91   1.00   0.59   0.00   0.79   -0.55   -0.56   0.00   0.03   -0.01   
  250   0.0130   0.7965   1.96   1.00   1.23   0.90   0.20   1.15   0.49   -0.66   0.03   0.80   -0.02   
  250   0.0200   0.6722   1.93   1.03   1.25   0.91   0.23   1.06   0.33   -0.54   0.06   0.85   -0.01   
  250   0.0320   0.5724   2.02   1.08   1.35   1.07   0.10   1.03   0.49   -0.61   -0.09   0.67   0.00   
  250   0.0500   0.4843   2.24   1.23   1.34   1.02   0.11   1.30   0.40   -0.53   -0.09   1.12   0.00   
  250   0.0800   0.4179   2.75   1.26   1.09   0.56   0.26   2.19   0.27   -0.51   -0.03   2.11   0.00   
  250   0.1300   0.3581   2.35   1.28   1.75   1.08   0.68   0.93   0.52   -0.59   -0.22   -0.44   0.00   
  250   0.1800   0.3014   4.00   1.77   2.69   1.69   1.56   2.37   1.05   -0.76   -0.35   -1.95   0.00   
  300   0.0050   1.117   1.92   1.56   0.91   0.19   0.07   0.65   -0.20   -0.48   0.03   0.16   -0.35   
  300   0.0080   0.9592   1.51   1.06   0.86   0.31   0.02   0.64   -0.31   -0.55   0.01   0.10   -0.07   
  300   0.0130   0.7987   1.77   1.06   1.10   0.73   0.00   0.90   -0.72   -0.55   0.00   0.00   0.00   
  300   0.0200   0.6846   1.84   1.18   1.04   0.61   0.16   0.95   0.47   -0.56   0.02   0.61   -0.02   
  300   0.0320   0.5763   1.98   1.24   1.18   0.83   0.04   1.00   0.49   -0.56   -0.05   0.66   0.00   
  300   0.0500   0.4893   2.36   1.35   1.42   1.12   0.16   1.31   0.60   -0.66   -0.08   0.95   0.00   
  300   0.0800   0.4165   2.95   1.43   1.39   1.03   0.24   2.17   0.42   -0.66   -0.05   2.02   -0.01   
  300   0.1300   0.3516   2.58   1.43   1.85   1.34   0.42   1.10   0.68   -0.66   -0.17   0.52   0.00   
  300   0.1800   0.2905   4.57   1.90   3.05   2.16   1.63   2.82   1.34   -0.90   -0.38   -2.28   0.00   
  300   0.4000   0.1454   6.46   2.25   3.50   2.29   1.97   4.94   1.32   -0.95   -0.38   -4.65   0.00   
  400   0.0080   1.009   1.70   1.30   0.91   0.38   0.05   0.60   -0.33   -0.43   0.01   0.15   -0.20   
  400   0.0130   0.8332   1.72   1.25   0.94   0.46   0.00   0.71   -0.45   -0.54   0.00   0.03   -0.02   
  400   0.0200   0.6936   2.07   1.29   1.24   0.92   0.00   1.03   -0.91   -0.49   0.00   0.00   0.00   
  400   0.0320   0.5913   1.90   1.36   0.96   0.47   0.03   0.91   0.46   -0.47   -0.04   0.62   0.00   
  400   0.0500   0.4839   2.04   1.52   1.07   0.51   0.38   0.83   0.50   -0.38   -0.12   0.53   -0.01   
  400   0.0800   0.4096   2.60   1.62   1.00   0.27   0.33   1.77   0.23   -0.34   0.04   1.73   0.00   
  400   0.1300   0.3591   2.44   1.62   1.39   0.67   0.20   1.19   0.59   -0.52   -0.13   0.88   0.00   
  400   0.1800   0.2993   4.20   1.99   2.44   1.08   1.70   2.78   1.01   -0.51   -0.43   -2.50   0.00   
  400   0.4000   0.1440   7.04   2.64   3.23   1.34   2.25   5.68   1.26   -0.66   -0.35   -5.49   0.00   
  500   0.0080   0.9703   2.40   2.15   0.95   0.18   0.07   0.51   -0.23   -0.38   0.02   0.15   -0.19   
  500   0.0130   0.8618   1.87   1.54   0.90   0.33   0.03   0.55   -0.26   -0.48   0.00   0.08   -0.06   
  500   0.0200   0.7087   2.07   1.53   1.11   0.70   0.00   0.83   -0.70   -0.45   0.00   0.00   0.00   
  500   0.0320   0.6061   2.09   1.57   1.03   0.50   0.26   0.92   0.51   -0.37   0.06   0.67   0.00   
  500   0.0500   0.5288   2.18   1.66   1.10   0.62   0.23   0.88   0.63   -0.38   -0.11   0.47   0.00   
  500   0.0800   0.4184   2.64   1.87   1.06   0.52   0.13   1.53   0.52   -0.47   0.01   1.36   0.00   
  500   0.1300   0.3636   2.92   2.17   1.33   0.55   0.05   1.43   0.55   -0.43   -0.07   1.25   0.00   
  500   0.1800   0.3247   3.17   2.34   1.83   0.87   0.86   1.09   0.87   -0.58   -0.30   -0.11   0.00   
  500   0.2500   0.2483   5.10   2.77   2.52   1.06   1.73   3.46   1.06   -0.55   -0.42   -3.22   0.00   
  650   0.0130   0.8722   2.03   1.73   0.96   0.41   0.05   0.45   -0.26   -0.31   0.02   0.14   -0.13   
  650   0.0200   0.7433   2.17   1.79   1.01   0.48   0.01   0.71   -0.49   -0.52   0.00   0.03   -0.01   
  650   0.0320   0.6288   2.51   1.85   1.34   0.98   0.00   1.04   -0.92   -0.50   0.00   0.00   0.00   
  650   0.0500   0.5264   2.40   1.95   1.10   0.60   0.08   0.89   0.68   -0.38   -0.07   0.42   0.00   
  650   0.0800   0.4200   2.73   2.22   1.08   0.47   0.12   1.18   0.52   -0.32   -0.07   1.01   0.00   
  650   0.1300   0.3491   3.25   2.54   1.42   0.63   0.17   1.46   0.66   -0.43   -0.08   1.23   0.00   
  650   0.1800   0.3167   3.22   2.63   1.64   0.74   0.40   0.87   0.76   -0.37   -0.15   0.15   0.00   
  650   0.2500   0.2464   5.05   3.33   2.48   1.20   1.53   2.88   1.17   -0.48   -0.39   -2.56   0.00   
  650   0.4000   0.1183   7.48   5.00   3.52   1.60   2.28   4.29   1.61   -0.72   -0.54   -3.88   0.00   
 800   0.0130   0.8721   3.12   2.91   1.05   0.21   0.08   0.42   0.10   -0.35   0.02   0.18   -0.12   
 800   0.0200   0.7107   2.37   2.09   1.03   0.48   0.02   0.44   -0.27   -0.34   0.00   0.08   -0.05   
 800   0.0320   0.6105   2.67   2.20   1.30   0.88   0.00   0.77   -0.62   -0.47   0.00   0.00   0.00   
 800   0.0500   0.5357   2.57   2.27   1.00   0.24   0.11   0.65   0.41   -0.29   -0.02   0.42   -0.02   
 800   0.0800   0.4131   3.01   2.57   1.12   0.41   0.21   1.08   0.59   -0.45   -0.06   0.78   0.00   
 800   0.1300   0.3417   3.64   3.08   1.38   0.36   0.21   1.37   0.58   -0.38   -0.04   1.19   0.00   
 800   0.1800   0.3115   3.81   3.24   1.75   0.67   0.67   0.97   0.83   -0.40   -0.21   0.19   0.00   
 800   0.2500   0.2344   4.70   3.81   2.10   0.71   1.13   1.78   0.90   -0.33   -0.24   -1.48   0.00   
 800   0.4000   0.1288   8.54   5.03   4.06   1.61   2.94   5.58   1.71   -0.66   -0.79   -5.21   0.00   
 1000   0.0130   0.8320   3.50   2.87   1.54   0.27   0.22   1.26   -0.03   -0.20   0.05   0.18   -1.23   
 1000   0.0200   0.7428   2.64   2.42   0.98   0.33   0.05   0.44   -0.19   -0.37   0.01   0.11   -0.11   
 1000   0.0320   0.6432   2.70   2.42   1.08   0.57   0.00   0.53   -0.29   -0.44   0.00   0.01   0.00   
 1000   0.0500   0.4971   3.14   2.63   1.45   1.09   0.00   0.92   -0.64   -0.66   0.00   0.00   0.00   
 1000   0.0800   0.4223   3.16   2.87   1.02   0.21   0.17   0.83   0.25   -0.26   0.07   0.75   0.00   
 1000   0.1300   0.3452   3.90   3.41   1.35   0.26   0.23   1.32   0.41   -0.31   -0.12   1.20   0.00   
 1000   0.1800   0.3367   3.87   3.38   1.67   0.65   0.55   0.85   0.63   -0.40   -0.21   0.35   0.00   
 1000   0.2500   0.2619   4.54   3.80   2.03   0.82   0.97   1.44   0.93   -0.38   -0.31   -0.97   0.00   
 1000   0.4000   0.1253   8.71   5.47   4.20   1.96   2.99   5.31   1.61   -0.53   -0.61   -4.99   0.00   
 1200   0.0130   0.8623   5.36   4.65   2.03   0.09   0.25   1.73   0.23   0.15   0.05   0.20   -1.70   
 1200   0.0200   0.7572   3.22   2.99   1.11   0.17   0.08   0.43   -0.11   -0.28   0.02   0.11   -0.29   
 1200   0.0320   0.6579   2.94   2.74   0.94   0.36   0.02   0.52   -0.27   -0.45   0.00   0.06   -0.01   
 1200   0.0500   0.5236   3.19   2.90   1.19   0.80   0.00   0.60   -0.42   -0.43   0.00   0.00   0.00   
 1200   0.0800   0.4463   3.45   3.10   1.31   0.93   0.20   0.79   0.59   -0.27   -0.13   0.42   0.00   
 1200   0.1300   0.3428   4.64   4.31   1.44   0.75   0.06   0.95   0.48   -0.17   -0.03   0.80   0.00   
 1200   0.1800   0.3026   4.39   3.97   1.69   0.93   0.38   0.80   0.61   -0.28   -0.14   0.41   0.00   
 1200   0.2500   0.2140   5.10   4.63   1.99   1.15   0.69   0.83   0.75   -0.28   -0.19   -0.17   0.00   
 1200   0.4000   0.1249   8.54   5.78   4.29   2.60   2.69   4.59   1.67   -0.33   -0.69   -4.20   0.00   
 1500   0.0200   0.7724   4.08   3.59   1.66   0.10   0.16   0.99   0.14   -0.27   0.03   0.15   -0.93   
 1500   0.0320   0.6540   3.57   3.40   1.01   0.35   0.05   0.47   -0.36   -0.27   0.01   0.12   -0.05   
 1500   0.0500   0.5406   3.60   3.34   1.21   0.79   0.00   0.57   -0.39   -0.42   0.00   0.01   0.00   
 1500   0.0800   0.4800   3.66   3.42   1.16   0.68   0.09   0.65   0.39   -0.17   0.00   0.48   0.00   
 1500   0.1300   0.3415   5.10   4.77   1.57   0.91   0.17   0.87   0.63   -0.22   -0.07   0.55   0.00   
 1500   0.1800   0.2914   5.06   4.62   1.80   1.12   0.22   1.00   0.63   -0.18   -0.13   0.74   0.00   
 1500   0.2500   0.2344   5.50   4.96   2.20   1.35   0.89   0.88   0.72   -0.15   -0.22   -0.43   0.00   
 1500   0.4000   0.1208   9.06   7.42   3.87   2.32   2.23   3.45   1.43   -0.33   -0.59   -3.06   0.00   
 1500   0.6500   0.01387   18.01   12.53   6.95   4.57   4.52   10.90   3.07   -0.44   -0.97   -10.41   0.00   
 2000   0.0219   0.8405   6.23   5.59   2.19   0.25   0.19   1.66   0.16   -0.20   0.04   0.20   -1.63   
 2000   0.0320   0.6258   4.32   4.06   1.41   0.20   0.10   0.47   -0.10   -0.39   0.03   0.14   -0.21   
