********************************************************************************
SetName: ATLAS_DY_2D_9TEV_LOWMASS
Author: Emanuele R. Nocera enocera@ed.ac.uk
Date: May 2021
CodesUsed: MCFM 9.0
TheoryInput:  NNPDF3.1 NNLO, alphas(MZ)=0.118
PDFset:  NNPDF31_nnlo_as_0118
Warnings:
********************************************************************************
0.98981  0.00272
0.99708  0.00269
0.99738  0.00271
0.99867  0.00287
0.99886  0.00295
0.99996  0.00291
0.99991  0.00279
0.99710  0.00276
0.99687  0.00291
0.99982  0.00339
0.99843  0.00483
0.99269  0.01230
0.98241  0.00120
0.98379  0.00119
0.98182  0.00121
0.98419  0.00125
0.98224  0.00127
0.98540  0.00123
0.98463  0.00124
0.99743  0.00132
1.00825  0.00149
1.01817  0.00190
1.02533  0.00272
1.03079  0.00699
0.98374  0.00088
0.98464  0.00085
0.98481  0.00086
0.98504  0.00086
0.98498  0.00086
0.99403  0.00085
1.00037  0.00091
1.01004  0.00100
1.01606  0.00112
1.02272  0.00137
1.02969  0.00216
1.02784  0.00527
0.98474  0.00079
0.98579  0.00079
0.98561  0.00080
0.98587  0.00081
0.98655  0.00079
0.99555  0.00080
1.00273  0.00082
1.00912  0.00091
1.01585  0.00104
1.02268  0.00129
1.02650  0.00194
1.03220  0.00505
0.99141  0.00082
0.99184  0.00082
0.99221  0.00083
0.99252  0.00081
0.99733  0.00080
1.00293  0.00082
1.00777  0.00089
1.01434  0.00098
1.01884  0.00114
1.02491  0.00144
1.02638  0.00211
1.02841  0.00513
0.99789  0.00075
0.99712  0.00075
0.99833  0.00075
1.00035  0.00076
1.00369  0.00078
1.00866  0.00079
1.01259  0.00083
1.01738  0.00093
1.02111  0.00107
1.02405  0.00133
1.02728  0.00195
1.02756  0.00467
1.00254  0.00419
1.01006  0.00430
1.00736  0.00431
1.01113  0.00433
1.00556  0.00452
1.01540  0.00470
1.01564  0.00509
1.02192  0.00595
1.02479  0.00665
1.02780  0.00824
1.02941  0.01265
1.04032  0.03417


