********************************************************************************
SetName: CMS_2JET_7TEV
Author: Emanuele R. Nocera enocera@nikhef.nl
Date: Sep 2019
CodesUsed: K-factors provided by J. Pires et al.
TheoryInput: NNPDF3.1 with alphas(MZ)=0.118
PDFset: NNPDF31_nnlo_as_0118
Warnings: 
********************************************************************************
1.01016   0.01458
1.02547   0.01261
1.03849   0.01043
1.05613   0.00899
1.06264   0.00855
1.06147   0.00826
1.08983   0.00809
1.09323   0.00841
1.10946   0.00953
1.14403   0.01415
1.17586   0.01454
1.20548   0.02254
1.25703   0.01826
1.03504   0.00983
1.04106   0.00814
1.05051   0.00714
1.05642   0.00626
1.06348   0.00592
1.07745   0.00574
1.09062   0.00586
1.10316   0.00637
1.12174   0.00787
1.13856   0.00974
1.17582   0.01471
1.20043   0.01627
1.06362   0.00851
1.07889   0.00734
1.07707   0.00667
1.09454   0.00625
1.10269   0.00669
1.11025   0.00646
1.11622   0.00683
1.12189   0.00849
1.15195   0.01061
1.19305   0.01401
1.24000   0.01541
1.10707   0.01079
1.11747   0.01001
1.10955   0.00973
1.13133   0.00891
1.13816   0.00867
1.13199   0.00926
1.16650   0.01024
1.14756   0.01229
1.17763   0.01842
1.19140   0.01874
1.16038   0.01317
1.18093   0.01337
1.16095   0.01296
1.15497   0.01912
1.21424   0.01449
1.19922   0.01760
1.23579   0.02007
1.18823   0.02532
