********************************************************************************
SetName: ATLAS_2JET_7TEV_R06
Author: Emanuele R. Nocera enocera@nikhef.nl
Date: Sep 2019
CodesUsed: K-factors provided by J. Pires et al.
TheoryInput: NNPDF3.1 with alphas(MZ)=0.118
PDFset: NNPDF31_nnlo_as_0118
Warnings: 
********************************************************************************
0.97041 0.01481
0.99029 0.01473
0.98080 0.01229
0.99827 0.01227
0.99795 0.01185
1.03900 0.01084
0.99751 0.00980
1.03451 0.01043
1.01828 0.00951
1.03783 0.00938
1.02825 0.00888
1.04880 0.00878
1.04670 0.00787
1.05865 0.00821
1.05704 0.00909
1.06937 0.00852
1.07998 0.00931
1.09967 0.00922
1.11099 0.00958
1.11461 0.01125
1.13591 0.00886
1.02171 0.01500
0.98704 0.01280
1.02036 0.01284
1.02584 0.01187
1.01212 0.01167
1.03560 0.01015
1.04417 0.01044
1.03107 0.00967
1.05794 0.01005
1.04596 0.00944
1.03847 0.00876
1.05950 0.00806
1.05544 0.00874
1.07793 0.00938
1.07583 0.00859
1.05857 0.00930
1.10593 0.00954
1.06788 0.00999
1.07733 0.01127
1.09654 0.01221
1.11720 0.00841
1.03702 0.01434
1.01353 0.02160
1.05639 0.01362
1.08216 0.01401
1.04688 0.01258
1.08745 0.01212
1.07205 0.01208
1.06451 0.01180
1.08629 0.01077
1.06528 0.01127
1.08121 0.01158
1.10218 0.01058
1.10242 0.01148
1.08599 0.01204
1.10335 0.01209
1.11553 0.01302
1.10705 0.01362
1.09803 0.01540
1.10387 0.01294
1.09206 0.01903
1.12779 0.01730
1.10475 0.01829
1.11773 0.01776
1.09340 0.01668
1.11158 0.01646
1.13043 0.01551
1.12452 0.01573
1.13140 0.01524
1.09773 0.01616
1.10495 0.01528
1.11309 0.01665
1.14432 0.01665
1.13376 0.01545
1.12545 0.01558
1.14700 0.02557
1.15089 0.02062
1.13004 0.02351
1.15981 0.02325
1.13945 0.02213
1.16425 0.01465
1.16550 0.01463
1.17551 0.01418
1.19299 0.01270
1.16696 0.01797
1.19563 0.01919
1.21992 0.01828
1.16772 0.01732
1.17434 0.02934

