BCDMSD	8	254
   1	DIS_F2D	7.000000000000001e-02	8.750000000000000e+00	5.666000000000000e-01	3.657500000000000e-01	6.430000000000000e-03	-1.097250000000000e-03	-3.000000000000000e-01	-3.657500000000000e-04	-1.000000000000000e-01	1.097250000000000e-03	3.000000000000000e-01	1.097250000000000e-02	3.000000000000000e+00	-3.657500000000000e-03	-1.000000000000000e+00	1.828750000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.331207983870701e-03	6.373774391990981e-01	
   2	DIS_F2D	7.000000000000001e-02	1.025000000000000e+01	6.637000000000000e-01	3.609200000000000e-01	6.060000000000000e-03	-1.082760000000000e-03	-3.000000000000000e-01	-3.609200000000001e-04	-1.000000000000000e-01	2.887360000000001e-03	8.000000000000000e-01	1.082760000000000e-02	3.000000000000000e+00	-3.609200000000000e-03	-1.000000000000000e+00	1.804600000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.300422653557385e-03	6.373774391990981e-01	
   3	DIS_F2D	1.000000000000000e-01	1.025000000000000e+01	4.646000000000000e-01	3.536000000000000e-01	4.370000000000000e-03	-1.414400000000000e-03	-4.000000000000000e-01	-7.072000000000001e-04	-2.000000000000000e-01	1.768000000000000e-03	5.000000000000000e-01	1.060800000000000e-02	3.000000000000000e+00	-3.536000000000001e-03	-1.000000000000000e+00	1.768000000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.253766625008011e-03	6.373774391990981e-01	
   4	DIS_F2D	1.000000000000000e-01	1.175000000000000e+01	5.326000000000000e-01	3.570200000000000e-01	4.630000000000000e-03	-1.428080000000000e-03	-4.000000000000000e-01	-3.570200000000000e-04	-1.000000000000000e-01	2.142120000000000e-03	6.000000000000000e-01	1.071060000000000e-02	3.000000000000000e+00	-3.570200000000000e-03	-1.000000000000000e+00	1.785100000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.275564933428620e-03	6.373774391990981e-01	
   5	DIS_F2D	1.000000000000000e-01	1.325000000000000e+01	6.006000000000000e-01	3.483400000000000e-01	4.890000000000000e-03	-1.045020000000000e-03	-3.000000000000000e-01	-3.483400000000000e-04	-1.000000000000000e-01	1.393360000000000e-03	4.000000000000000e-01	1.045020000000000e-02	3.000000000000000e+00	-3.483400000000000e-03	-1.000000000000000e+00	1.741700000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.220240571706138e-03	6.373774391990981e-01	
   6	DIS_F2D	1.400000000000000e-01	1.175000000000000e+01	3.804000000000000e-01	3.301300000000000e-01	5.040000000000000e-03	-1.650650000000000e-03	-5.000000000000000e-01	-6.602600000000001e-04	-2.000000000000000e-01	6.602600000000001e-04	2.000000000000000e-01	9.903899999999998e-03	3.000000000000000e+00	-3.301300000000000e-03	-1.000000000000000e+00	1.650650000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.104174140027982e-03	6.373774391990981e-01	
   7	DIS_F2D	1.400000000000000e-01	1.325000000000000e+01	4.290000000000000e-01	3.401600000000000e-01	5.440000000000000e-03	-1.360640000000000e-03	-4.000000000000000e-01	-6.803200000000001e-04	-2.000000000000000e-01	1.360640000000000e-03	4.000000000000000e-01	1.020480000000000e-02	3.000000000000000e+00	-3.401600000000000e-03	-1.000000000000000e+00	1.700800000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.168103097179652e-03	6.373774391990981e-01	
   8	DIS_F2D	1.400000000000000e-01	1.500000000000000e+01	4.856000000000000e-01	3.347500000000000e-01	4.980000000000000e-03	-1.339000000000000e-03	-4.000000000000000e-01	-3.347500000000000e-04	-1.000000000000000e-01	1.339000000000000e-03	4.000000000000000e-01	1.004250000000000e-02	3.000000000000000e+00	-3.347500000000000e-03	-1.000000000000000e+00	1.673750000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.133620977718981e-03	6.373774391990981e-01	
   9	DIS_F2D	1.400000000000000e-01	1.700000000000000e+01	5.504000999999999e-01	3.312300000000000e-01	5.540000000000000e-03	-1.324920000000000e-03	-4.000000000000000e-01	-3.312300000000001e-04	-1.000000000000000e-01	6.624600000000001e-04	2.000000000000000e-01	9.936900000000000e-03	3.000000000000000e+00	-3.312300000000000e-03	-1.000000000000000e+00	1.656150000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.111185291859172e-03	6.373774391990981e-01	
  10	DIS_F2D	1.400000000000000e-01	1.900000000000000e+01	6.152000000000000e-01	3.378000000000000e-01	6.320000000000000e-03	-1.013400000000000e-03	-3.000000000000000e-01	-3.378000000000000e-04	-1.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	1.013400000000000e-02	3.000000000000000e+00	-3.378000000000000e-03	-1.000000000000000e+00	1.689000000000000e-03	5.000000000000000e-01	0.000000000000000e+00	0.000000000000000e+00	2.153060989614553e-03	6.373774391990981e-01	
