*******************************************************************************************
SetName: ATLASWZRAP36PB
Author: Maria Ubiali ubiali@hep.phy.cam.ac.uk
Date: Early 2012
CodesUsed: FEWZ
TheoryInput: NNPDF2.1 NNLO alphas(MZ)=0.119
PDFset: NNPDF21_nnlo_as_0119
Warnings: C-factors smeared to reduce stat fluctuations
******************************************************************************************** 0.00000
0.983712871105245 0.00000
0.9845662317033809 0.00000
0.9856845323582702 0.00000
0.9869450185044369 0.00000
0.9882249355764054 0.00000
0.9896773159202764 0.00000
0.9906290516562485 0.00000
0.9910383714369997 0.00000
0.9910171952835766 0.00000
0.9903115332879585 0.00000
0.9882430209694673 0.00000
0.9852046515369433 0.00000
0.9853373705556813 0.00000
0.9863462016498418 0.00000
0.9879025508033406 0.00000
0.9896778240000941 0.00000
0.9917205932817182 0.00000
0.9928544464050068 0.00000
0.992984186608102 0.00000
0.9919676671964468 0.00000
0.9892776724246043 0.00000
0.9829968902007941 0.00000
0.9928047468719114 0.00000
0.9910453125053015 0.00000
0.9915267682129278 0.00000
0.9930003521670738 0.00000
0.9942173025400232 0.00000
0.9939288575040589 0.00000
0.9908862552314646 0.00000
0.9784266405057616 0.00000
