#: table_doi: 10.17182/hepdata.84154.v2/t59
#: name: Table 59
#: description: Absolute statistics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the hadronic top-quark absolute rapidity $|y^{t}|$.

#: data_file: Table_59.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
|y^{t}| bin,|y^{t}| bin,
1,1,1.0
2,1,-0.208062603061
3,1,-0.0990105256296
4,1,0.0292927795786
5,1,0.0136389069718
6,1,-0.00545982317027
7,1,-0.000377722402254
8,1,0.00896096287652
9,1,-0.0107428529204
10,1,0.0174530176689
11,1,-0.00741044786719
12,1,-0.00758979628173
13,1,-0.011517637066
14,1,-0.00884085740566
15,1,0.00277492436407
16,1,-0.0120627708147
17,1,0.0097087509299
18,1,0.0180763440433
1,2,-0.208062603061
2,2,1.0
3,2,-0.0935296984583
4,2,-0.0977140933065
5,2,0.0169828335384
6,2,0.00257570558309
7,2,-0.0132276319111
8,2,-0.0173067535413
9,2,0.00893454097848
10,2,-0.000998015298058
11,2,0.0073665533774
12,2,0.0119778656377
13,2,0.00184302830163
14,2,-0.00415264833814
15,2,0.0114401914587
16,2,-0.00271190949175
17,2,0.0130609179477
18,2,-0.00918253646276
1,3,-0.0990105256296
2,3,-0.0935296984583
3,3,1.0
4,3,-0.0801666726966
5,3,-0.0975305350744
6,3,0.0267750871492
7,3,0.0215362532017
8,3,-0.00355448569859
9,3,-0.00780866495425
10,3,-0.0108630557978
11,3,0.00597277481451
12,3,0.00358509685516
13,3,0.0163042373479
14,3,-0.0139722685586
15,3,-0.00482439144746
16,3,0.00127017937653
17,3,-0.0101916629893
18,3,0.00776460811381
1,4,0.0292927795786
2,4,-0.0977140933065
3,4,-0.0801666726966
4,4,1.0
5,4,-0.0999298942102
6,4,-0.0972632859243
7,4,0.00832769339893
8,4,0.0189673410849
9,4,-0.0112823278625
10,4,0.00148342310801
11,4,0.00426632984313
12,4,-0.0104646740783
13,4,-0.000851253099172
14,4,0.0162448857199
15,4,0.000638285789432
16,4,-0.00364993952654
17,4,0.000971874500628
18,4,0.00684983640391
1,5,0.0136389069718
2,5,0.0169828335384
3,5,-0.0975305350744
4,5,-0.0999298942102
5,5,1.0
6,5,-0.0883251065237
7,5,-0.116736446466
8,5,0.00762713108877
9,5,0.0123222659543
