*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-15-20.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.13	-6.53	3.38e+03
1	 2.65	-7.02	1.54e+03
2	 2.56	-7.11	714
3	 2.6	-7.26	349
4	 2.52	-7.34	170
5	 2.83	-7.7	86.3
6	 2.84	-7.84	44.7
7	 2.6	-7.8	23.4
8	 2.86	-8.13	12.7
9	 2.71	-8.15	6.72
10	 2.63	-8.24	3.6
11	 2.61	-8.35	1.95
12	 2.72	-8.59	1.04
13	 2.23	-8.33	0.539
14	 2.35	-8.56	0.279
15	 2.2	-8.56	0.14
16	 2.22	-8.71	0.0695
17	 1.91	-8.49	0.0331
18	 1.99	-8.66	0.0156
19	 1.77	-8.41	0.00704
20	 1.83	-8.58	0.00313
21	 1.54	-8.35	0.00067
22	 0.905	-8.07	5.71e-06
