*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_15_20.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.75	-7.68	1.7e+03
1	 3.78	-7.89	745
2	 4.02	-8.22	347
3	 3.85	-8.27	166
4	 3.78	-8.39	81.7
5	 3.81	-8.57	40.9
6	 3.76	-8.7	20.7
7	 3.66	-8.78	10.6
8	 3.58	-8.88	5.42
9	 3.66	-9.12	2.78
10	 3.4	-9.07	1.41
11	 3.36	-9.19	0.716
12	 3.29	-9.3	0.356
13	 3.29	-9.45	0.174
14	 2.66	-9.08	0.0823
15	 2.75	-9.27	0.0388
16	 2.77	-9.45	0.0176
17	 2.56	-9.38	0.00774
18	 2.27	-9.17	0.00325
19	 2.37	-9.36	0.00132
20	 1.95	-8.91	0.0005
21	 2.11	-9.24	0.000183
22	 1.95	-9.21	6.04e-05
23	 0.957	-8.44	5.41e-06
