*******************************************************************************************
SetName = ATLASR04JETS36PB
APPLgridName = atlas-incljets-eta1.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.18	-5.49	5.97e+06
1	 0.713	-5.74	9.55e+05
2	 0.857	-4.62	1.83e+05
3	 0.843	-3.46	4.61e+04
4	 0.756	-3.33	1.03e+04
5	 0.561	-3.81	1.75e+03
6	 0.306	-4.37	291
7	 0.388	-4.93	72.9
8	 0.393	-5.15	23.1
9	 0.527	-5.64	6.56
10	 0.642	-5.99	1.44
11	 1.07	-6.58	0.374
12	 1.5	-7.06	0.0776
13	 2.31	-8	0.0107
14	 2.89	-8.81	0.00186
15	 3.51	-9.75	0.000276
