    i          rs           x          Q2       sigma        stat        syst        norm
   29     140.7124728       0.0032500       2.0500000       0.0000000       0.0027891       2.3000000       4.3000000
   30     140.7124728       0.0032500       3.2500000       0.5029931       0.0032571       2.3000000       4.3000000
   31     140.7124728       0.0032500       5.1500000       0.5579921       0.0038580       2.3000000       4.3000000
   32     140.7124728       0.0032500       8.1500000       0.6107280       0.0046485       2.3000000       4.3000000
   33     140.7124728       0.0032500      12.9000000       0.6861709       0.0057553       2.3000000       4.3000000
   34     140.7124728       0.0032500      20.5000000       0.7944203       0.0072732       2.3000000       4.3000000
   35     140.7124728       0.0032500      32.5000000       0.9104060       0.0094868       2.3000000       4.3000000
   36     140.7124728       0.0051500       2.0500000       0.0000000       0.0028840       2.3000000       4.3000000
   37     140.7124728       0.0051500       3.2500000       0.4774325       0.0033520       2.3000000       4.3000000
   38     140.7124728       0.0051500       5.1500000       0.5301316       0.0039528       2.3000000       4.3000000
   39     140.7124728       0.0051500       8.1500000       0.5690391       0.0047750       2.3000000       4.3000000
   40     140.7124728       0.0051500      12.9000000       0.6159797       0.0058502       2.3000000       4.3000000
   41     140.7124728       0.0051500      20.5000000       0.6912079       0.0073365       2.3000000       4.3000000
   42     140.7124728       0.0051500      32.5000000       0.7925944       0.0093920       2.3000000       4.3000000
   43     140.7124728       0.0051500      51.5000000       0.8916157       0.0122696       2.3000000       4.3000000
   44     140.7124728       0.0081500       3.2500000       0.4504345       0.0034469       2.3000000       4.3000000
   45     140.7124728       0.0081500       5.1500000       0.5032453       0.0041110       2.3000000       4.3000000
   46     140.7124728       0.0081500       8.1500000       0.5362975       0.0049648       2.3000000       4.3000000
   47     140.7124728       0.0081500      12.9000000       0.5636413       0.0060400       2.3000000       4.3000000
   48     140.7124728       0.0081500      20.5000000       0.6076237       0.0074946       2.3000000       4.3000000
   49     140.7124728       0.0081500      32.5000000       0.6791383       0.0094552       2.3000000       4.3000000
   50     140.7124728       0.0081500      51.5000000       0.7701560       0.0121748       2.3000000       4.3000000
   51     140.7124728       0.0081500      81.5000000       0.8459355       0.0162225       2.3000000       4.3000000
   52     140.7124728       0.0129000       5.1500000       0.4745413       0.0042691       2.3000000       4.3000000
   53     140.7124728       0.0129000       8.1500000       0.5071492       0.0051545       2.3000000       4.3000000
   54     140.7124728       0.0129000      12.9000000       0.5244562       0.0062613       2.3000000       4.3000000
   55     140.7124728       0.0129000      20.5000000       0.5445167       0.0077792       2.3000000       4.3000000
   56     140.7124728       0.0129000      32.5000000       0.5857446       0.0097398       2.3000000       4.3000000
   57     140.7124728       0.0129000      51.5000000       0.6526906       0.0123961       2.3000000       4.3000000
   58     140.7124728       0.0129000      81.5000000       0.7278765       0.0160960       2.3000000       4.3000000
   59     140.7124728       0.0129000     129.0000000       0.7791060       0.0216300       2.3000000       4.3000000
   60     140.7124728       0.0205000       8.1500000       0.4803035       0.0053442       2.3000000       4.3000000
   61     140.7124728       0.0205000      12.9000000       0.4939257       0.0065459       2.3000000       4.3000000
   62     140.7124728       0.0205000      20.5000000       0.4991588       0.0080638       2.3000000       4.3000000
   63     140.7124728       0.0205000      32.5000000       0.5147768       0.0101193       2.3000000       4.3000000
   64     140.7124728       0.0205000      51.5000000       0.5542772       0.0129337       2.3000000       4.3000000
   65     140.7124728       0.0205000      81.5000000       0.6125190       0.0163174       2.3000000       4.3000000
   66     140.7124728       0.0205000     129.0000000       0.6693869       0.0214719       2.3000000       4.3000000
   67     140.7124728       0.0205000     205.0000000       0.6987161       0.0287135       2.3000000       4.3000000
   68     140.7124728       0.0325000      12.9000000       0.4679519       0.0068305       2.3000000       4.3000000
   69     140.7124728       0.0325000      20.5000000       0.4667759       0.0084749       2.3000000       4.3000000
   70     140.7124728       0.0325000      32.5000000       0.4646822       0.0105304       2.3000000       4.3000000
   71     140.7124728       0.0325000      51.5000000       0.4795781       0.0133132       2.3000000       4.3000000
   72     140.7124728       0.0325000      81.5000000       0.5161461       0.0170447       2.3000000       4.3000000
   73     140.7124728       0.0325000     129.0000000       0.5637739       0.0218197       2.3000000       4.3000000
   74     140.7124728       0.0325000     205.0000000       0.6026694       0.0287451       2.3000000       4.3000000
   75     140.7124728       0.0325000     325.0000000       0.6139104       0.0395285       2.3000000       4.3000000
   76     140.7124728       0.0515000      20.5000000       0.4413816       0.0087911       2.3000000       4.3000000
   77     140.7124728       0.0515000      32.5000000       0.4299695       0.0110363       2.3000000       4.3000000
   78     140.7124728       0.0515000      51.5000000       0.4259788       0.0138824       2.3000000       4.3000000
   79     140.7124728       0.0515000      81.5000000       0.4411222       0.0175823       2.3000000       4.3000000
   80     140.7124728       0.0515000     129.0000000       0.4734793       0.0227368       2.3000000       4.3000000
   81     140.7124728       0.0515000     205.0000000       0.5094173       0.0292827       2.3000000       4.3000000
   82     140.7124728       0.0515000     325.0000000       0.5319861       0.0385798       2.3000000       4.3000000
   83     140.7124728       0.0515000     515.0000000       0.5313667       0.0547074       2.3000000       4.3000000
   84     140.7124728       0.0815000      32.5000000       0.4034641       0.0115739       2.3000000       4.3000000
   85     140.7124728       0.0815000      51.5000000       0.3875354       0.0146097       2.3000000       4.3000000
   86     140.7124728       0.0815000      81.5000000       0.3844760       0.0186258       2.3000000       4.3000000
   87     140.7124728       0.0815000     129.0000000       0.3998661       0.0235590       2.3000000       4.3000000
   88     140.7124728       0.0815000     205.0000000       0.4266078       0.0306425       2.3000000       4.3000000
   89     140.7124728       0.0815000     325.0000000       0.4509467       0.0392122       2.3000000       4.3000000
   90     140.7124728       0.0815000     515.0000000       0.4609062       0.0524938       2.3000000       4.3000000
   91     140.7124728       0.0815000     815.0000000       0.4550304       0.0714675       2.3000000       4.3000000
   92     140.7124728       0.1290000      51.5000000       0.3591596       0.0153370       2.3000000       4.3000000
   93     140.7124728       0.1290000      81.5000000       0.3429129       0.0195113       2.3000000       4.3000000
   94     140.7124728       0.1290000     129.0000000       0.3421956       0.0247923       2.3000000       4.3000000
   95     140.7124728       0.1290000     205.0000000       0.3566685       0.0322552       2.3000000       4.3000000
   96     140.7124728       0.1290000     325.0000000       0.3768118       0.0414258       2.3000000       4.3000000
   97     140.7124728       0.1290000     515.0000000       0.3906854       0.0543912       2.3000000       4.3000000
   98     140.7124728       0.1290000     815.0000000       0.3922854       0.0743135       2.3000000       4.3000000
   99     140.7124728       0.1290000    1290.0000000       0.3872106       0.0992955       2.3000000       4.3000000
  100     140.7124728       0.2050000      81.5000000       0.2967353       0.0213454       2.3000000       4.3000000
  101     140.7124728       0.2050000     129.0000000       0.2834546       0.0267845       2.3000000       4.3000000
  102     140.7124728       0.2050000     205.0000000       0.2845877       0.0347851       2.3000000       4.3000000
  103     140.7124728       0.2050000     325.0000000       0.2959350       0.0442719       2.3000000       4.3000000
  104     140.7124728       0.2050000     515.0000000       0.3080660       0.0575535       2.3000000       4.3000000
  105     140.7124728       0.2050000     815.0000000       0.3130404       0.0781083       2.3000000       4.3000000
  106     140.7124728       0.2050000    1290.0000000       0.3102562       0.1030903       2.3000000       4.3000000
  107     140.7124728       0.2050000    2050.0000000       0.3099186       0.1331319       2.3000000       4.3000000
  108     140.7124728       0.3250000     129.0000000       0.1969084       0.0322552       2.3000000       4.3000000
  109     140.7124728       0.3250000     205.0000000       0.1884104       0.0417421       2.3000000       4.3000000
  110     140.7124728       0.3250000     325.0000000       0.1894590       0.0531263       2.3000000       4.3000000
  111     140.7124728       0.3250000     515.0000000       0.1950590       0.0673565       2.3000000       4.3000000
  112     140.7124728       0.3250000     815.0000000       0.1989888       0.0973982       2.3000000       4.3000000
  113     140.7124728       0.3250000    1290.0000000       0.1979380       0.1084661       2.3000000       4.3000000
  114     140.7124728       0.3250000    2050.0000000       0.1945779       0.1549516       2.3000000       4.3000000
  115     140.7124728       0.3250000    3250.0000000       0.1981247       0.2324274       2.3000000       4.3000000
  116     140.7124728       0.5150000     205.0000000       0.0699075       0.0648267       2.3000000       4.3000000
  117     140.7124728       0.5150000     325.0000000       0.0665692       0.0838004       2.3000000       4.3000000
  118     140.7124728       0.5150000     515.0000000       0.0662493       0.1084661       2.3000000       4.3000000
  119     140.7124728       0.5150000     815.0000000       0.0667242       0.1483108       2.3000000       4.3000000
  120     140.7124728       0.5150000    1290.0000000       0.0661365       0.1891042       2.3000000       4.3000000
  121     140.7124728       0.5150000    2050.0000000       0.0641827       0.2409656       2.3000000       4.3000000
  122     140.7124728       0.5150000    3250.0000000       0.0626424       0.3257146       2.3000000       4.3000000
  123     140.7124728       0.5150000    5150.0000000       0.0650206       0.5470740       2.3000000       4.3000000
  124     140.7124728       0.8150000     325.0000000       0.0030721       0.2735370       2.3000000       4.3000000
  125     140.7124728       0.8150000     515.0000000       0.0028496       0.3857979       2.3000000       4.3000000
  126     140.7124728       0.8150000     815.0000000       0.0027483       0.3857979       2.3000000       4.3000000
  127     140.7124728       0.8150000    1290.0000000       0.0026614       0.7462975       2.3000000       4.3000000
  128     140.7124728       0.8150000    2050.0000000       0.0025417       0.6988634       2.3000000       4.3000000
  129     140.7124728       0.8150000    3250.0000000       0.0024151       1.1384200       2.3000000       4.3000000
  130     140.7124728       0.8150000    5150.0000000       0.0023740       1.3945644       2.3000000       4.3000000
