0.0	0.21	19.52	1.29	3.25	-1.01	1.53	0.8	-0.35	0.05	-0.21	0.03	-0.86	-0.34	-0.15	-0.05	-0.42	-0.39	0.51	0.14	0.0	-0.16	0.28	-0.4	-0.47	-0.21	-0.1	0.04	-0.01	0.15	-0.53	0.26	0.93	-0.96	0.26	0.01	0.25	0.54	0.63	0.33	0.51	0.02	0.41	0.01	0.33	0.45	0.3	0.26	-0.53	0.41	-0.67	-0.21	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.48	0.14	-0.19	0.37	0.54	0.74	0.55	-0.06	-0.16	-0.73	-0.27	-0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.78	0.32	1.21	-0.11	0.56	0.83	-1.52	-0.27	-1.08	0.04	-0.52	-0.32	-0.17	1.04	-0.14	-0.46	1.04	-1.17	0.05	0.38	0.11	-0.47	-0.58	-0.91	1.76	0.61	-0.93	1.8	5.04	-5.78
0.21	0.42	20.24	1.19	2.94	0.95	1.7	1.46	-0.36	-0.45	0.05	0.18	-0.82	-0.33	0.12	0.08	-0.13	-0.54	0.48	0.39	0.0	-0.14	-0.03	-0.47	-0.42	-0.54	-0.04	-0.13	0.15	0.38	-0.36	0.44	0.89	-0.84	0.08	0.17	0.12	0.48	0.6	0.66	0.35	0.08	0.67	0.28	0.46	0.25	0.13	0.33	-0.34	0.49	-0.34	-0.23	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4	-0.19	0.08	0.13	0.35	0.38	0.18	-0.15	-0.08	-0.97	-0.04	-0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.94	0.04	1.12	-0.14	1.11	1.04	0.37	-0.3	-1.24	0.24	0.06	-0.06	-0.12	0.7	0.18	-0.13	0.77	-0.87	0.91	-0.19	-0.44	-0.69	-1.06	-0.94	2.61	1.39	-0.85	1.8	5.05	-5.79
0.42	0.63	20.1	1.14	3.27	-1.94	-0.61	0.84	-0.25	-0.4	-0.2	0.07	-0.95	-0.46	-0.18	0.08	-0.43	-0.58	0.33	0.2	0.0	-0.31	0.12	-0.6	-0.46	-0.31	0.05	-0.09	0.06	0.23	-0.4	0.16	0.74	-0.62	0.24	0.04	0.32	0.48	0.64	0.37	0.38	-0.06	0.51	-0.03	0.31	0.19	0.2	0.6	-0.42	0.39	-0.64	-0.22	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43	0.08	-0.16	0.31	0.4	0.47	0.46	-0.16	-0.06	-0.73	-0.1	-0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.84	0.36	1.24	-0.13	0.8	-1.16	-2.57	-0.14	-0.82	0.46	-0.32	0.25	-0.05	0.48	0.05	-0.36	0.69	-0.73	0.5	0.22	0.26	-0.38	-1.07	-0.44	1.84	0.51	-0.65	1.8	5.06	-5.80
0.63	0.84	20.57	1.29	2.96	1.4	-1.47	2.17	-0.2	-0.12	-0.2	0.03	-0.86	-0.55	-0.32	-0.06	-0.42	-0.42	0.42	0.03	0.0	-0.28	0.13	-0.59	-0.32	-0.25	-0.11	-0.12	-0.07	0.13	-0.56	-0.03	0.73	-0.89	0.3	-0.12	0.49	0.32	0.54	0.32	0.27	-0.2	0.54	-0.11	0.32	0.38	0.3	0.41	-0.6	0.42	-0.71	-0.22	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.41	0.19	-0.47	0.37	0.55	0.67	0.63	-0.1	0.0	-0.7	-0.38	-0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.59	0.42	1.08	-0.06	2.14	-2.13	0.79	-0.15	-0.98	-0.12	-0.28	-0.01	-0.01	0.4	0.12	-0.78	0.48	-0.85	-0.4	0.4	0.8	-0.92	-1.32	-0.31	0.91	-0.51	-0.57	1.8	5.10	-5.87
0.84	1.05	19.52	1.24	3.5	-4.39	-2.11	0.43	-0.28	-0.23	-0.09	0.02	-0.88	-0.27	-0.01	0.04	-0.41	-0.47	0.27	0.23	0.0	-0.19	0.14	-0.51	-0.26	-0.11	0.05	0.18	-0.17	0.23	-0.51	0.26	0.82	-0.53	0.27	-0.12	0.19	0.39	0.5	0.72	0.34	0.12	0.51	0.19	0.43	0.31	0.0	0.28	-0.42	0.29	-0.53	-0.19	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36	0.02	0.0	0.32	0.48	0.71	0.7	-0.09	-0.07	-0.88	0.02	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.78	0.31	1.26	-0.03	0.33	-2.81	-4.89	-0.14	-1.19	0.21	0.41	-0.08	0.6	1.13	0.24	-0.82	0.8	-0.98	0.49	-0.11	-0.22	-0.43	-1.1	-0.16	1.97	0.56	-0.75	1.8	5.17	-5.98
1.05	1.37	16.44	0.91	2.89	1.94	0.78	2.03	-0.35	-0.26	0.0	0.13	-0.96	-0.12	-0.06	0.01	-0.26	-0.45	0.67	0.09	0.0	-0.32	0.2	-0.62	-0.32	-0.19	-0.18	-0.09	-0.02	0.1	-0.48	0.38	1.04	-0.8	0.18	0.27	0.5	0.5	0.57	0.44	0.43	0.07	0.65	0.2	0.27	0.23	0.16	0.41	-0.52	0.31	-0.65	-0.19	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.34	-0.19	-0.16	0.13	0.38	0.26	0.55	-0.23	-0.17	-0.91	-0.16	-0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.83	-0.07	1.07	-0.06	1.68	0.06	1.51	-0.2	-1.01	0.31	0.13	-0.2	-0.35	1.2	0.02	0.14	1.19	-0.11	0.53	0.24	0.16	-0.52	-0.58	-0.37	1.15	1.57	-0.76	1.8	5.15	-5.97
1.37	1.52	13.2	1.67	5.15	6.6	10.16	1.16	-0.13	-0.37	-0.01	-0.12	-1.09	-0.4	-0.04	-0.38	-0.39	-0.73	0.5	0.03	0.0	-0.1	0.61	-0.5	-0.46	0.03	-0.2	0.57	-0.72	0.1	-0.25	-0.06	0.68	-0.45	0.59	0.38	0.37	0.51	0.32	0.33	0.45	-0.57	0.87	0.19	0.53	0.02	0.02	0.54	-0.02	0.5	-0.66	-0.23	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.88	-0.41	-0.48	0.45	0.52	0.71	0.7	0.02	-0.19	-1.17	0.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.62	0.3	1.17	-0.05	1.3	9.44	5.94	0.25	-1.48	1.38	0.08	0.27	0.58	1.25	0.6	-2.65	0.44	0.0	1.29	0.25	-0.54	0.15	0.52	-1.31	-1.15	0.61	0.53	1.8	5.27	-6.17
1.52	1.74	12.18	1.05	4.02	0.65	3.05	0.76	-0.41	-0.2	0.18	0.04	-0.7	-0.34	-0.04	-0.31	-0.2	-0.36	0.72	0.2	0.0	-0.67	0.22	-0.76	-0.37	0.16	-0.01	0.11	-0.28	0.44	-0.6	0.18	0.79	-1.0	0.14	0.2	1.02	0.63	0.6	0.56	0.37	0.06	0.3	0.25	0.23	0.45	0.2	0.42	-0.65	0.35	-0.69	-0.19	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.28	-0.13	0.14	0.15	0.0	0.28	0.72	-0.27	-0.19	-0.9	-0.29	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.46	0.08	1.12	-0.01	0.95	2.43	0.01	-0.61	-1.27	0.21	-0.24	0.36	-0.01	1.45	-0.25	-0.71	0.83	-1.16	0.47	0.48	-1.26	-0.29	-0.45	-0.53	1.2	1.93	-1.25	1.8	5.41	-6.38
1.74	1.95	11.52	1.0	3.94	0.23	1.2	1.13	-0.19	0.01	-0.03	0.05	-1.04	-0.41	-0.14	0.21	-0.62	-0.66	0.61	0.09	0.0	-0.31	0.4	-0.56	-0.58	-0.18	-0.09	0.18	-0.27	0.4	-0.63	0.21	1.06	-0.82	0.48	0.05	0.47	0.52	0.6	0.48	0.24	0.21	0.47	-0.12	0.33	0.4	0.39	0.32	-0.58	0.46	-0.91	-0.25	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16	0.01	-0.02	0.33	0.44	0.64	0.67	-0.1	-0.15	-0.97	0.11	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.82	0.2	1.28	0.01	1.13	0.56	-0.5	0.22	-1.14	0.22	-0.05	-0.31	-0.36	1.18	0.8	-0.75	0.79	-1.14	-0.75	0.23	-0.04	-0.82	-0.67	-1.7	1.36	1.37	-0.93	1.8	5.45	-6.46
1.95	2.18	7.7	0.91	4.54	-2.7	-0.75	0.44	-0.71	-0.11	-0.04	-0.1	-0.76	-0.16	0.09	-0.66	-0.83	-0.66	0.16	0.42	0.0	-0.3	0.71	-0.28	-0.82	-0.37	-0.56	0.36	0.08	-0.03	-0.36	0.24	0.95	-0.71	-0.07	0.27	0.13	0.47	0.81	0.37	1.02	0.41	0.58	0.26	-0.09	0.41	0.28	-0.09	-0.43	0.01	-0.48	-0.16	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.57	-0.11	0.13	0.27	0.1	0.59	0.76	0.27	-0.18	-1.1	0.13	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.85	0.1	1.04	-0.04	0.85	-1.64	-3.25	-0.37	-1.37	1.63	-0.24	-0.95	-0.8	1.73	0.33	-1.85	1.82	-1.23	1.18	0.16	-1.05	-0.84	-2.72	-0.25	1.2	2.22	-1.41	1.8	5.63	-6.74
