*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-00-05.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.29	-6.34	5.39e+03
1	 2.34	-6.55	2.5e+03
2	 2.49	-6.78	1.22e+03
3	 2.53	-6.94	617
4	 2.59	-7.1	314
5	 2.75	-7.31	166
6	 2.71	-7.36	90.3
7	 2.93	-7.61	50.7
8	 2.9	-7.66	29
9	 2.95	-7.76	16.6
10	 3.1	-7.94	9.74
11	 3.19	-8.07	5.82
12	 3.28	-8.2	3.48
13	 3.34	-8.31	2.08
14	 3.39	-8.39	1.25
15	 3.57	-8.61	0.752
16	 3.45	-8.56	0.45
17	 3.71	-8.83	0.273
18	 3.73	-8.92	0.165
19	 3.88	-9.11	0.1
20	 4.01	-9.31	0.0609
21	 4.05	-9.42	0.0369
22	 4.14	-9.59	0.0224
23	 4.34	-9.85	0.0135
24	 4.53	-10	0.008
25	 4.49	-10.1	0.00471
26	 5.01	-10.4	0.00277
27	 5.33	-10.7	0.00148
28	 5.94	-11.1	0.000588
29	 6.68	-11.7	0.000142
30	 8.07	-12.7	1.35e-05
