*******************************************************************************************
SetName = ATLAS1JET11_SF
APPLgridName = ATLAS1JET11-R06-y-20-25.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.32	-6.86	2.4e+03
1	 2.43	-7.11	1.04e+03
2	 2.47	-7.34	467
3	 2.3	-7.41	216
4	 2.25	-7.56	99.3
5	 2.17	-7.71	46.3
6	 2.24	-7.94	22.1
7	 1.46	-7.47	10.3
8	 1.71	-7.92	4.98
9	 1.67	-7.95	2.3
10	 1.64	-7.92	1.05
11	 1.49	-7.8	0.474
12	 1.29	-7.56	0.205
13	 1.34	-7.73	0.0857
14	 0.24	-6.7	0.0324
15	 0.655	-7.13	0.0125
16	 0.185	-7.17	0.00436
17	 0	-9.64	0.000892
18	 0	-15.6	2.36e-05
