*******************************************************************************************
SetName = ATLASR04JETS36PB
APPLgridName = atlas-incljets-eta2.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 1.7	-8.15	5.65e+06
1	 0.576	-6.59	9.22e+05
2	 0.87	-4.82	1.78e+05
3	 0.912	-3.97	4.42e+04
4	 0.811	-3.76	9.77e+03
5	 0.572	-3.77	1.67e+03
6	 0.31	-4.27	274
7	 0.266	-4.66	67.8
8	 0.357	-5.13	21.5
9	 0.488	-5.56	6.06
10	 0.632	-6	1.31
11	 0.941	-6.55	0.334
12	 1.41	-7.08	0.0674
13	 2.08	-7.94	0.00869
14	 2.63	-8.76	0.00138
15	 3.09	-9.57	0.000181
