*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-10-15.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.47	-6.61
1	 2.26	-6.63
2	 2.39	-6.85
3	 2.73	-7.2
4	 2.75	-7.32
5	 2.73	-7.43
6	 2.86	-7.61
7	 3.04	-7.84
8	 2.93	-7.86
9	 3.02	-8.01
10	 3.14	-8.22
11	 2.99	-8.19
12	 3.18	-8.43
13	 3.19	-8.54
14	 3.19	-8.66
15	 3.09	-8.68
16	 3.26	-8.93
17	 3.17	-8.97
18	 3.13	-9.04
19	 3.22	-9.23
20	 3.08	-9.23
21	 3.12	-9.38
22	 3.28	-9.64
23	 3.2	-9.67
24	 3.1	-9.75
25	 3.08	-10
