*******************************************************************************************
SetName = CMS1JET276TEV
APPLgridName = CMS1JET276TEV-R07_y_00-05.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.52	-8.14
1	 3.32	-8.8
2	 3.17	-8.83
3	 3.7	-9.33
4	 3.85	-9.57
5	 3.97	-9.76
6	 4.49	-10.3
7	 4.65	-10.5
8	 4.85	-10.7
9	 4.85	-10.9
10	 5.15	-11.2
11	 5.46	-11.6
12	 5.58	-11.9
13	 6.19	-12.2
14	 7.01	-12.7
15	 7.76	-13.2
16	 7.27	-13.2
17	 8.51	-13.8
18	 9.3	-14.3
