*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-20-25.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.32	-6.86
1	 2.43	-7.11
2	 2.47	-7.34
3	 2.3	-7.41
4	 2.25	-7.56
5	 2.17	-7.71
6	 2.24	-7.94
7	 1.46	-7.47
8	 1.71	-7.92
9	 1.67	-7.95
10	 1.64	-7.92
11	 1.49	-7.8
12	 1.29	-7.56
13	 1.34	-7.73
14	 0.24	-6.7
15	 0.655	-7.13
16	 0.185	-7.17
17	 0	-9.64
18	 0	-15.6
