*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_00_05.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.87	-7.46
1	 3.77	-7.59
2	 3.81	-7.79
3	 3.81	-7.92
4	 3.92	-8.12
5	 4	-8.29
6	 3.92	-8.34
7	 4.02	-8.51
8	 4.21	-8.73
9	 4	-8.66
10	 4.2	-8.88
11	 4.27	-9.01
12	 4.2	-9.03
13	 4.3	-9.19
14	 4.49	-9.41
15	 4.53	-9.52
16	 4.52	-9.58
17	 4.67	-9.74
18	 5.01	-9.97
19	 5.17	-10.1
20	 5.25	-10.2
21	 5.56	-10.5
22	 5.69	-10.6
23	 6.3	-11
24	 6.41	-11.1
25	 6.56	-11.3
26	 7.07	-11.6
27	 7.4	-11.9
28	 7.72	-12.2
29	 8.34	-12.6
30	 8.51	-12.8
31	 9.3	-13.3
32	 10.4	-14
