*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_20_25.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.81	-7.98
1	 3.52	-8.04
2	 3.4	-8.17
3	 3.55	-8.48
4	 3.41	-8.63
5	 2.96	-8.51
6	 3.06	-8.8
7	 2.65	-8.7
8	 2.39	-8.71
9	 2.14	-8.69
10	 1.95	-8.55
11	 1.98	-8.66
12	 1.76	-8.44
13	 1.11	-7.64
14	 1.17	-7.95
15	 0.351	-7.07
16	 0	-8.79
17	 0	-11.6
18	 0	-17.6
