*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-05-10.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.36	-6.44
1	 2.34	-6.59
2	 2.58	-6.89
3	 2.53	-6.98
4	 2.65	-7.17
5	 2.65	-7.27
6	 2.84	-7.49
7	 2.81	-7.55
8	 2.94	-7.73
9	 3.1	-7.92
10	 2.99	-7.91
11	 3.26	-8.19
12	 3.13	-8.15
13	 3.29	-8.35
14	 3.4	-8.52
15	 3.51	-8.68
16	 3.44	-8.7
17	 3.62	-8.93
18	 3.68	-9.06
19	 3.85	-9.3
20	 3.71	-9.27
21	 3.93	-9.56
22	 3.91	-9.65
23	 3.94	-9.77
24	 4.06	-10
25	 4.32	-10.3
26	 4.28	-10.4
27	 4.81	-10.9
28	 5.57	-11.6
