*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_05_10.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.77	-7.46
1	 3.89	-7.72
2	 3.71	-7.76
3	 3.9	-8.02
4	 3.9	-8.15
5	 3.98	-8.31
6	 3.96	-8.41
7	 4.02	-8.55
8	 4.06	-8.67
9	 4.13	-8.82
10	 4.18	-8.95
11	 4.24	-9.08
12	 4.25	-9.18
13	 4.36	-9.36
14	 4.3	-9.39
15	 4.36	-9.54
16	 4.5	-9.76
17	 4.51	-9.84
18	 4.81	-10.1
19	 4.59	-10.1
20	 5.06	-10.4
21	 4.99	-10.4
22	 5.42	-10.7
23	 5.39	-10.8
24	 5.57	-11
25	 5.99	-11.3
26	 6.16	-11.5
27	 6.27	-11.7
28	 6.78	-12
29	 7.01	-12.4
