*******************************************************************************************
SetName = CMS1JET276TEV
APPLgridName = CMS1JET276TEV-R07_y_05-10.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.24	-8.01
1	 3.04	-8.68
2	 3.23	-8.93
3	 3.67	-9.38
4	 3.65	-9.51
5	 4.21	-10
6	 4.34	-10.3
7	 4.52	-10.5
8	 4.75	-10.9
9	 4.73	-11
10	 5.15	-11.5
11	 5.27	-11.8
12	 5.21	-11.9
13	 5.86	-12.4
14	 5.48	-12.4
15	 6.67	-13.1
16	 6.71	-13.3
17	 7.28	-13.7
