*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_15_20.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 3.75	-7.68
1	 3.78	-7.89
2	 4.02	-8.22
3	 3.85	-8.27
4	 3.78	-8.39
5	 3.81	-8.57
6	 3.76	-8.7
7	 3.66	-8.78
8	 3.58	-8.88
9	 3.66	-9.12
10	 3.4	-9.07
11	 3.36	-9.19
12	 3.29	-9.3
13	 3.29	-9.45
14	 2.66	-9.08
15	 2.75	-9.27
16	 2.77	-9.45
17	 2.56	-9.38
18	 2.27	-9.17
19	 2.37	-9.36
20	 1.95	-8.91
21	 2.11	-9.24
22	 1.95	-9.21
23	 0.957	-8.44
