*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-00-05.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.5)   (0.5,1.0)  (0.5,0.5)    (1,2.0)   (2.0,1.0)  (2.0,2.0) 
*******************************************************************************************
0	 2.29	-6.34
1	 2.34	-6.55
2	 2.49	-6.78
3	 2.53	-6.94
4	 2.59	-7.1
5	 2.75	-7.31
6	 2.71	-7.36
7	 2.93	-7.61
8	 2.9	-7.66
9	 2.95	-7.76
10	 3.1	-7.94
11	 3.19	-8.07
12	 3.28	-8.2
13	 3.34	-8.31
14	 3.39	-8.39
15	 3.57	-8.61
16	 3.45	-8.56
17	 3.71	-8.83
18	 3.73	-8.92
19	 3.88	-9.11
20	 4.01	-9.31
21	 4.05	-9.42
22	 4.14	-9.59
23	 4.34	-9.85
24	 4.53	-10
25	 4.49	-10.1
26	 5.01	-10.4
27	 5.33	-10.7
28	 5.94	-11.1
29	 6.68	-11.7
30	 8.07	-12.7
