#: table_doi: 10.17182/hepdata.85696.v2/t224
#: name: Table 224
#: description: Covariance matrix of normalized cross section at the parton level as a function of $|y(\text{t}\bar{\text{t}})|$.
#: data_file: data224.yaml
#: data_license:   
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword observables: DSIG_FID/DYTT
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: ,COVARIANCE MATRIX
Bin,Bin,
1,1,0.000178663249825
2,1,-5.72065938036e-05
3,1,0.000143748024453
4,1,-8.11683845882e-05
5,1,-1.68143037062e-05
6,1,3.03626349731e-05
7,1,-3.65672719045e-05
8,1,-5.72274610765e-05
9,1,-9.26189387768e-05
10,1,-3.7236517984e-06
1,2,-5.72065938036e-05
2,2,0.000291539870562
3,2,-0.000119198578935
4,2,0.000175604299798
5,2,1.79295941438e-05
6,2,-3.94447233919e-05
7,2,-3.346780946e-05
8,2,-5.99654179677e-05
9,2,8.92002093064e-05
10,2,-8.83302834171e-05
1,3,0.000143748024453
2,3,-0.000119198578935
3,3,0.000340637117954
4,3,-0.000208953974817
5,3,-5.54805692471e-05
6,3,6.88524162638e-05
7,3,1.13855964745e-05
8,3,4.43090067536e-05
9,3,-0.000198028214052
10,3,-9.09027494877e-06
1,4,-8.11683845882e-05
2,4,0.000175604299798
3,4,-0.000208953974817
4,4,0.000377639660017
5,4,-6.21020151326e-05
6,4,-5.52272603996e-05
7,4,3.62913661374e-05
8,4,-0.000133637315133
9,4,0.00025144511309
10,4,-9.99638296572e-05
1,5,-1.68143037062e-05
2,5,1.79295941438e-05
3,5,-5.54805692471e-05
4,5,-6.21020151326e-05
5,5,0.000163649686392
6,5,-4.17224205694e-05
7,5,-9.28480445766e-05
8,5,4.7905759246e-05
9,5,-5.20039992383e-05
10,5,3.04954375628e-05
1,6,3.03626349731e-05
2,6,-3.94447233919e-05
3,6,6.88524162638e-05
4,6,-5.52272603996e-05
5,6,-4.17224205694e-05
6,6,0.000168030961919
7,6,-9.55366855365e-06
8,6,-6.3409760942e-05
9,6,7.05375478552e-05
10,6,-4.2808575718e-05
1,7,-3.65672719045e-05
2,7,-3.346780946e-05
3,7,1.13855964745e-05
4,7,3.62913661374e-05
5,7,-9.28480445766e-05
6,7,-9.55366855365e-06
7,7,0.000133599143792
8,7,7.90244096587e-06
9,7,3.18190972902e-05
10,7,-1.6186950055e-05
1,8,-5.72274610765e-05
2,8,-5.99654179677e-05
3,8,4.43090067536e-05
4,8,-0.000133637315133
5,8,4.7905759246e-05
6,8,-6.3409760942e-05
7,8,7.90244096587e-06
8,8,0.000247255218465
9,8,-0.00016937312149
10,8,4.54135503928e-05
1,9,-9.26189387768e-05
2,9,8.92002093064e-05
3,9,-0.000198028214052
4,9,0.00025144511309
5,9,-5.20039992383e-05
6,9,7.05375478552e-05
7,9,3.18190972902e-05
8,9,-0.00016937312149
9,9,0.000542333473403
10,9,-0.000157770389129
1,10,-3.7236517984e-06
2,10,-8.83302834171e-05
3,10,-9.09027494877e-06
4,10,-9.99638296572e-05
5,10,3.04954375628e-05
6,10,-4.2808575718e-05
7,10,-1.6186950055e-05
8,10,4.54135503928e-05
9,10,-0.000157770389129
10,10,0.000113988322256

