*******************************************************************************************
SetName = ATLASR04JETS36PB
APPLgridName = atlas-incljets-eta3.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.25)   (0.25,1.0)  (0.25,0.25)    (1,4.0)   (4.0,1.0)  (4.0,4.0) 
*******************************************************************************************
0	 14.4	-51.2	5.39e+06
1	 2.35	-41.3	8.64e+05
2	 2.89	-28.8	1.68e+05
3	 2.69	-26.3	4.06e+04
4	 2.33	-21.1	8.95e+03
5	 1.81	-24.4	1.49e+03
6	 1.64	-25.2	243
7	 1.37	-26.8	59
8	 1.28	-27.2	18.3
9	 1.45	-25.9	5.03
10	 1.57	-25.3	1.05
11	 1.49	-26.1	0.247
12	 1.76	-25.2	0.045
13	 1.79	-26.1	0.0046
14	 2.06	-26	0.000545
15	 2.12	-27	4.76e-05
