*******************************************************************************************
SetName = ATLASR04JETS36PB
APPLgridName = atlas-incljets-eta4.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.25)   (0.25,1.0)  (0.25,0.25)    (1,4.0)   (4.0,1.0)  (4.0,4.0) 
*******************************************************************************************
0	 11	-56.5	4.67e+06
1	 2.44	-41.5	7.45e+05
2	 2.97	-34	1.35e+05
3	 2.86	-27.1	3.26e+04
4	 2.34	-23.2	6.99e+03
5	 1.64	-26	1.11e+03
6	 1.45	-28	169
7	 1.45	-28.3	38.7
8	 1.37	-29.1	11.1
9	 1.25	-30.2	2.7
10	 0.984	-31.8	0.453
11	 0.54	-34	0.0828
12	 0.274	-35.1	0.0107
13	 0	-38.2	0.000596
14	 0	-42.2	3.56e-05
