*******************************************************************************************
SetName = ATLASR04JETS36PB
APPLgridName = atlas-incljets-eta2.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.25)   (0.25,1.0)  (0.25,0.25)    (1,4.0)   (4.0,1.0)  (4.0,4.0) 
*******************************************************************************************
0	 15.8	-51.5	5.65e+06
1	 2.17	-40.2	9.22e+05
2	 2.75	-30.5	1.78e+05
3	 2.72	-25.6	4.42e+04
4	 2.36	-22.1	9.77e+03
5	 1.94	-23.3	1.67e+03
6	 1.53	-26.7	274
7	 1.22	-28	67.8
8	 1.14	-27.5	21.5
9	 1.15	-26.8	6.06
10	 1.14	-26.3	1.31
11	 1.41	-24.7	0.334
12	 1.7	-23.4	0.0674
13	 2.31	-21.3	0.00869
14	 3.01	-19.7	0.00138
15	 3.77	-21.1	0.000181
