*******************************************************************************************
SetName = CMSJETS11
APPLgridName = CMSJETS2011-R07-y_05_10.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.25)   (0.25,1.0)  (0.25,0.25)    (1,4.0)   (4.0,1.0)  (4.0,4.0) 
*******************************************************************************************
0	 2.79	-16.2	2.58e+03
1	 3.15	-16.8	1.17e+03
2	 3.34	-16.9	557
3	 3.58	-17.4	280
4	 3.75	-17.7	144
5	 3.94	-18	75.6
6	 4.06	-18.2	40.5
7	 4.21	-18.5	22.1
8	 4.34	-18.7	12.3
9	 4.5	-19	6.88
10	 4.66	-19.2	3.9
11	 4.79	-19.5	2.25
12	 4.89	-19.6	1.29
13	 5.14	-20	0.741
14	 5.14	-20.1	0.429
15	 5.37	-20.3	0.249
16	 5.85	-20.7	0.144
17	 5.87	-20.9	0.083
18	 6.36	-21.2	0.0479
19	 6.07	-21.3	0.0271
20	 6.73	-21.8	0.0155
21	 6.63	-21.9	0.00862
22	 7.21	-22.4	0.00478
23	 7.16	-22.6	0.00258
24	 7.37	-23	0.00137
25	 7.9	-23.5	0.000714
26	 8.06	-23.8	0.000361
27	 8.17	-24.2	0.000176
28	 8.73	-24.7	8.39e-05
29	 8.89	-25.3	1.53e-05
