*******************************************************************************************
SetName = ATLAS1JET11
APPLgridName = ATLAS1JET11-R06-y-00-05.root
Author = Juan Rojo <juan.rojo@physics.ox.ac.uk>
Date = 17/06/2016
CodeUsed = applgrids
TheorySettings = scales of NLO calculation varied
(muR,muF) = (1,1)  (1,0.25)   (0.25,1.0)  (0.25,0.25)    (1,4.0)   (4.0,1.0)  (4.0,4.0) 
*******************************************************************************************
0	 2.31	-14.4	5.39e+03
1	 2.61	-14.9	2.5e+03
2	 2.84	-15.3	1.22e+03
3	 2.98	-15.7	617
4	 3.12	-16	314
5	 3.24	-16.4	166
6	 3.25	-16.6	90.3
7	 3.44	-17	50.7
8	 3.44	-17.1	29
9	 3.48	-17.3	16.6
10	 3.61	-17.6	9.74
11	 3.7	-17.9	5.82
12	 3.82	-18.1	3.48
13	 3.88	-18.3	2.08
14	 3.91	-18.5	1.25
15	 4.18	-18.8	0.752
16	 4.01	-18.8	0.45
17	 4.35	-19.2	0.273
18	 4.43	-19.4	0.165
19	 4.63	-19.7	0.1
20	 4.87	-20	0.0609
21	 4.96	-20.2	0.0369
22	 5.27	-20.5	0.0224
23	 5.85	-21	0.0135
24	 6.2	-21.3	0.008
25	 6.18	-21.4	0.00471
26	 6.87	-22	0.00277
27	 7.29	-22.4	0.00148
28	 8.02	-23.2	0.000588
29	 8.83	-24.1	0.000142
30	 10.2	-25.7	1.35e-05
