#: table_doi: 10.17182/hepdata.84154.v2/t75
#: name: Table 75
#: description: Absolute statistics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the longitudinal boost $y_{boost}^{t\bar{t}}$.

#: data_file: Table_75.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
y_{boost}^{t\bar{t}} bin,y_{boost}^{t\bar{t}} bin,
1,1,1.0
2,1,-0.0891293446357
3,1,-0.230646605051
4,1,-0.0205108698734
5,1,0.0254752338371
6,1,0.0119468887797
7,1,0.00098987685583
8,1,-0.0100526097008
9,1,-0.00755483478782
10,1,0.0103816072856
11,1,-0.00508044921066
12,1,-0.00058545807113
13,1,0.00832600148859
14,1,0.010578077995
15,1,0.016692808453
16,1,0.00622787855142
1,2,-0.0891293446357
2,2,1.0
3,2,0.134456078975
4,2,-0.207266960712
5,2,-0.0223495602436
6,2,0.0255762388701
7,2,0.0168069571854
8,2,-0.00548647286848
9,2,-0.0021479669858
10,2,-0.00271214884025
11,2,0.00639979455747
12,2,-0.00983421112473
13,2,-0.00637734710407
14,2,-0.0188090358424
15,2,-0.0150496621585
16,2,-0.0163815524911
1,3,-0.230646605051
2,3,0.134456078975
3,3,1.0
4,3,0.114410302265
5,3,-0.203596462414
6,3,-0.0312423727647
7,3,0.0222549472026
8,3,0.00977526268805
9,3,0.004831610146
10,3,-0.00405059246195
11,3,-0.010531002708
12,3,-0.0117361390232
13,3,0.0086032433148
14,3,-0.00634784161538
15,3,-0.011578848179
16,3,0.0219153716091
1,4,-0.0205108698734
2,4,-0.207266960712
3,4,0.114410302265
4,4,1.0
5,4,0.114737557666
6,4,-0.213423593269
7,4,-0.0420634123668
8,4,0.0372208007785
9,4,-0.000435570989308
10,4,-0.00483166082931
11,4,0.00966719275852
12,4,0.00823366160093
13,4,0.0193507123328
14,4,0.000472827241885
15,4,-0.00554923699688
16,4,0.0159556256162
1,5,0.0254752338371
2,5,-0.0223495602436
3,5,-0.203596462414
4,5,0.114737557666
5,5,1.0
6,5,0.12470547391
7,5,-0.218648231219
8,5,-0.0730513403361
9,5,0.0271403611564
10,5,0.0276292815252
11,5,0.00878523039332
12,5,0.0111736026958
13,5,-0.00303684941508
14,5,-0.00214110897657
15,5,-0.00454003943169
16,5,0.00455081392594
1,6,0.0119468887797
2,6,0.0255762388701
3,6,-0.0312423727647
4,6,-0.213423593269
5,6,0.12470547391
6,6,1.0
7,6,0.133123156164
8,6,-0.217392436899
9,6,-0.0456713456634
10,6,0.0173512051479
11,6,-0.00762767740625
