1.00	0.35	-0.09	-0.07	-0.16	-0.09	-0.04	-0.05	-0.07	-0.05	-0.07	-0.04	0.01	0.00	-0.02	-0.00	-0.03	0.01	-0.05	0.06	0.02	0.01	0.07	0.07	-0.01	0.03
0.35	1.00	0.17	-0.08	-0.20	-0.10	-0.04	-0.07	-0.09	-0.06	-0.10	-0.05	-0.00	0.00	-0.05	-0.01	-0.05	0.01	-0.03	0.04	0.00	0.01	0.11	0.08	-0.02	0.00
-0.09	0.17	1.00	0.33	-0.08	-0.04	-0.05	-0.03	-0.06	-0.05	-0.08	-0.07	-0.03	-0.05	-0.00	-0.01	-0.01	-0.01	0.02	-0.01	0.02	0.01	0.12	0.08	0.00	0.01
-0.07	-0.08	0.33	1.00	0.25	-0.05	-0.09	-0.02	-0.02	-0.03	-0.06	-0.06	-0.05	-0.03	0.02	-0.00	-0.01	-0.01	0.02	-0.02	0.05	0.02	0.12	0.06	0.01	0.01
-0.16	-0.20	-0.08	0.25	1.00	0.29	-0.05	-0.01	0.05	0.05	0.06	0.05	0.01	0.00	0.03	0.01	0.03	-0.01	0.01	-0.05	0.02	0.01	-0.04	-0.05	0.02	-0.01
-0.09	-0.10	-0.04	-0.05	0.29	1.00	0.25	-0.04	-0.04	0.03	0.07	0.03	0.03	0.01	0.02	0.01	0.02	0.01	0.01	-0.02	0.00	0.03	-0.04	-0.04	0.01	-0.03
-0.04	-0.04	-0.05	-0.09	-0.05	0.25	1.00	0.27	-0.07	-0.01	0.07	0.06	0.05	0.04	0.02	0.03	0.02	0.04	-0.00	-0.01	-0.01	0.03	-0.07	-0.04	0.00	-0.00
-0.05	-0.07	-0.03	-0.02	-0.01	-0.04	0.27	1.00	0.31	-0.06	0.04	0.06	0.02	0.01	0.04	0.03	0.05	0.05	0.03	0.01	0.03	0.01	-0.07	-0.03	0.04	0.01
-0.07	-0.09	-0.06	-0.02	0.05	-0.04	-0.07	0.31	1.00	0.19	-0.03	0.03	0.04	0.03	0.03	-0.00	0.02	0.00	0.05	-0.00	0.02	-0.01	-0.08	-0.06	0.03	-0.02
-0.05	-0.06	-0.05	-0.03	0.05	0.03	-0.01	-0.06	0.19	1.00	0.07	-0.03	0.01	0.06	-0.01	-0.00	0.01	0.03	0.02	-0.02	0.02	0.00	-0.10	-0.07	0.00	-0.03
-0.07	-0.10	-0.08	-0.06	0.06	0.07	0.07	0.04	-0.03	0.07	1.00	0.08	-0.05	0.05	0.04	0.02	0.03	0.04	0.01	0.02	0.01	0.03	-0.12	-0.05	0.03	0.00
-0.04	-0.05	-0.07	-0.06	0.05	0.03	0.06	0.06	0.03	-0.03	0.08	1.00	0.06	-0.08	0.00	0.02	0.03	0.03	0.02	0.01	0.01	0.03	-0.11	-0.05	0.00	-0.02
0.01	-0.00	-0.03	-0.05	0.01	0.03	0.05	0.02	0.04	0.01	-0.05	0.06	1.00	0.07	-0.13	0.01	0.03	0.03	0.01	-0.00	-0.01	0.00	-0.06	-0.03	-0.01	-0.00
0.00	0.00	-0.05	-0.03	0.00	0.01	0.04	0.01	0.03	0.06	0.05	-0.08	0.07	1.00	0.07	-0.12	-0.00	0.05	-0.03	0.02	0.01	0.01	-0.04	-0.02	0.01	0.02
-0.02	-0.05	-0.00	0.02	0.03	0.02	0.02	0.04	0.03	-0.01	0.04	0.00	-0.13	0.07	1.00	0.09	-0.10	-0.03	0.01	0.01	0.02	0.03	-0.04	-0.01	0.02	-0.01
-0.00	-0.01	-0.01	-0.00	0.01	0.01	0.03	0.03	-0.00	-0.00	0.02	0.02	0.01	-0.12	0.09	1.00	0.08	-0.12	-0.02	0.01	0.02	0.02	-0.01	-0.01	-0.03	-0.01
-0.03	-0.05	-0.01	-0.01	0.03	0.02	0.02	0.05	0.02	0.01	0.03	0.03	0.03	-0.00	-0.10	0.08	1.00	0.10	-0.10	0.01	0.03	0.00	-0.03	0.00	0.00	0.02
0.01	0.01	-0.01	-0.01	-0.01	0.01	0.04	0.05	0.00	0.03	0.04	0.03	0.03	0.05	-0.03	-0.12	0.10	1.00	0.02	-0.08	0.01	0.03	-0.00	-0.02	0.01	0.02
-0.05	-0.03	0.02	0.02	0.01	0.01	-0.00	0.03	0.05	0.02	0.01	0.02	0.01	-0.03	0.01	-0.02	-0.10	0.02	1.00	-0.09	-0.06	0.05	0.03	-0.02	0.03	-0.02
0.06	0.04	-0.01	-0.02	-0.05	-0.02	-0.01	0.01	-0.00	-0.02	0.02	0.01	-0.00	0.02	0.01	0.01	0.01	-0.08	-0.09	1.00	-0.07	0.00	0.03	0.06	-0.01	0.03
0.02	0.00	0.02	0.05	0.02	0.00	-0.01	0.03	0.02	0.02	0.01	0.01	-0.01	0.01	0.02	0.02	0.03	0.01	-0.06	-0.07	1.00	-0.08	0.02	0.02	0.03	0.03
0.01	0.01	0.01	0.02	0.01	0.03	0.03	0.01	-0.01	0.00	0.03	0.03	0.00	0.01	0.03	0.02	0.00	0.03	0.05	0.00	-0.08	1.00	-0.03	0.01	0.04	0.01
0.07	0.11	0.12	0.12	-0.04	-0.04	-0.07	-0.07	-0.08	-0.10	-0.12	-0.11	-0.06	-0.04	-0.04	-0.01	-0.03	-0.00	0.03	0.03	0.02	-0.03	1.00	0.10	0.00	0.00
0.07	0.08	0.08	0.06	-0.05	-0.04	-0.04	-0.03	-0.06	-0.07	-0.05	-0.05	-0.03	-0.02	-0.01	-0.01	0.00	-0.02	-0.02	0.06	0.02	0.01	0.10	1.00	-0.09	0.03
-0.01	-0.02	0.00	0.01	0.02	0.01	0.00	0.04	0.03	0.00	0.03	0.00	-0.01	0.01	0.02	-0.03	0.00	0.01	0.03	-0.01	0.03	0.04	0.00	-0.09	1.00	-0.05
0.03	0.00	0.01	0.01	-0.01	-0.03	-0.00	0.01	-0.02	-0.03	0.00	-0.02	-0.00	0.02	-0.01	-0.01	0.02	0.02	-0.02	0.03	0.03	0.01	0.00	0.03	-0.05	1.00
