	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	experiment
0	170.96257124599006	134	1.275840083925299	197.66268258446001	22.874507685560037	NMC
1	57.407768163449425	64	0.8969963775538973	75.7593908744836	20.871521744785028	NMCPD
2	113.55480308254066	70	1.6222114726077237	121.90329170997643	10.974718572624818	NMC
3	11.054255543802265	12	0.921187961983522	12.656839867990895	7.015744420387525	SLAC
4	3.7751192571105596	6	0.6291865428517599	4.4163683244271486	2.214307259239516	SLACP
5	8.020745445103056	6	1.336790907517176	9.224839773109897	6.432571452856739	SLACD
6	562.739116791066	530	1.0617719184737093	635.7276359446888	41.818212976597806	BCDMS
7	323.2850041576446	296	1.0921790681001506	361.8857045038328	26.89666710976838	BCDMSP
8	239.32417510510874	234	1.0227528850645673	268.9471726996563	19.55475797791938	BCDMSD
9	418.16617077103234	430	0.9724794669093776	504.97159193285773	68.7167298650331	CHORUS
10	176.49094489830782	215	0.8208881158060829	208.73513009044723	43.534123471782394	CHORUSNU
11	238.90198708956808	215	1.1111720329747352	283.7144871886216	37.092389646412315	CHORUSNB
12	28.59620984150822	41	0.6974685327197127	79.94710658353326	70.91851767715582	NTVDMN
13	20.48222987293361	25	0.8192891949173443	51.22040576670037	47.64845071890855	NTVNUDMN
14	7.968136031752487	16	0.49800850198453045	28.64304175247696	33.864206319909385	NTVNBDMN
15	1122.7795525900217	967	1.1610957110548312	1227.3733272802926	82.48904195072069	HERACOMB
16	243.77793738545822	159	1.5331945747513096	255.85799114180276	14.313103421281612	HERACOMBNCEM
17	194.14910681049355	167	1.1625695018592428	198.70780249601574	6.8004882116872984	HERACOMBNCEP460
18	170.14482966271083	206	0.8259457750617031	173.34253668841046	3.328056729528847	HERACOMBNCEP575
19	41.504127939203215	56	0.7411451417714859	44.77516748258761	3.3026138386607324	HERACOMBNCEP820
20	371.4946579618221	298	1.246626368999403	415.7835751914225	46.3198529325252	HERACOMBNCEP920
21	45.72517101096485	42	1.0886945478801155	54.922954611509425	10.141638968331764	HERACOMBCCEM
22	51.38749504459421	39	1.3176280780665182	79.03946877074137	36.55634990595989	HERACOMBCCEP
23	62.543225809886884	31	2.0175234132221576	119.82544110323416	74.18803341743569	HERAF2CHARM
24	62.543225809886884	31	2.0175234132221576	119.82544110323416	74.18803341743569	HERAF2CHARM
25	22.728472960857214	22	1.0331124073116915	23.1184480859276	1.4779360588222796	F2BOTTOM
26	5.098407022533155	9	0.5664896691703505	5.236504547034806	0.19131605443848765	H1HERAF2B
27	17.63006593832406	13	1.35615891833262	17.88194353889279	1.439870118600476	ZEUSHERAF2B
