	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	experiment
0	196.93682117895173	134	1.469677769992177	232.25392520316223	36.616710436319984	NMC
1	64.12346086446578	64	1.0019290760072779	81.99887752630666	17.698628781130875	NMCPD
2	132.813360314486	70	1.8973337187783714	150.25504767685558	29.54495563245427	NMC
3	6.4707388903108685	12	0.539228240859239	10.360217575930514	6.967819478339888	SLAC
4	4.62862216984776	6	0.77143702830796	6.2853919516023575	4.266636579510101	SLACP
5	1.6777376808862996	6	0.27962294681438327	4.545830107031145	4.717213254200234	SLACD
6	704.0131878544603	530	1.3283267695367176	971.3771072767443	205.24470697344813	BCDMS
7	388.54424940824475	296	1.31264949124407	535.2939613572548	105.15274552551587	BCDMSP
8	330.8179953710582	234	1.4137521169703342	446.12884388858305	112.54290752850937	BCDMSD
9	442.1942970741995	430	1.028358830405115	633.6711305768985	145.382558992842	CHORUS
10	191.58753980393695	215	0.8911048362973811	247.8804390844803	64.02530781872049	CHORUSNU
11	245.65761466313697	215	1.14259355657273	358.19852549456334	84.99616868992202	CHORUSNB
12	45.45354741766589	41	1.1086231077479485	129.4564133653922	160.34202358811245	NTVDMN
13	30.347516670912466	25	1.2139006668364987	65.45777078702835	45.791619790532266	NTVNUDMN
14	17.229880620803023	16	1.076867538800189	65.50496082985734	144.46733499623602	NTVNBDMN
15	6225.505791423109	967	6.437958419258645	6349.258908512348	407.25634189250536	HERACOMB
16	324.83828161832747	159	2.0430080604926255	339.005474897573	19.54597726382385	HERACOMBNCEM
17	993.6533261161334	167	5.9500199168630745	998.9376345342348	63.826674997252276	HERACOMBNCEP460
18	732.5207360332083	206	3.5559259030738266	736.8204351420737	49.18140279297639	HERACOMBNCEP575
19	608.931902643996	56	10.873783975785642	613.2601651325515	54.412427279960355	HERACOMBNCEP820
20	4098.100530714813	298	13.752015203740985	4151.2649724033245	274.00599965867224	HERACOMBNCEP920
21	38.533387150602245	42	0.917461598823863	50.36830691923625	12.933584255481748	HERACOMBCCEM
22	49.798375769040916	39	1.276881429975408	80.38236662154056	48.939331581647885	HERACOMBCCEP
23	236.63032345705093	31	7.63323624055003	246.68498083853225	43.572861899581	HERAF2CHARM
24	236.63032345705093	31	7.63323624055003	246.68498083853225	43.572861899581	HERAF2CHARM
25	18.957828829234266	22	0.8617194922379212	19.12849754333367	0.19959713364036985	F2BOTTOM
26	5.536628348382694	9	0.6151809275980771	5.601766433542971	0.15088412748515334	H1HERAF2B
27	13.42120048085157	13	1.0324000369885824	13.526731109790695	0.22343786237406815	ZEUSHERAF2B
